,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
860,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Women's Bantamweight,Stephanie Egger,Jessica-Rose Clark,fighter1,0                                  0,5                                  2,2                                  1,1                                  0,SUB              Armbar,1,3:44,2023-09-21 02:02:55.178363
861,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Featherweight,Chas Skelly,Mark Striegl,fighter1,1                                  0,14                                  8,1                                  0,0                                  0,KO/TKO              Knee,2,2:01,2023-09-21 02:02:55.178363
862,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Gloria de Paula,Diana Belbita,fighter1,0                                  0,88                                  87,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
863,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Bantamweight,Chad Anheliger,Jesse Strader,fighter1,2                                  0,67                                  64,0                                  4,2                                  0,KO/TKO              Punch,3,3:33,2023-09-21 02:02:55.178363
864,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Featherweight,Jonathan Pearce,Christian Rodriguez,fighter1,0                                  0,18                                  26,6                                  2,2                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
865,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Bantamweight,Mario Bautista,Jay Perrin,fighter1,0                                  0,72                                  42,4                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
866,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Middleweight,Israel Adesanya,Robert Whittaker,fighter1,1                                  0,79                                  59,0                                  4,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
867,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Heavyweight,Tai Tuivasa,Derrick Lewis,fighter1,1                                  0,24                                  27,0                                  2,0                                  0,KO/TKO              Elbow,2,1:40,2023-09-21 02:02:55.178363
868,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Middleweight,Jared Cannonier,Derek Brunson,fighter1,0                                  1,55                                  43,1                                  3,0                                  1,KO/TKO              Elbows,2,4:29,2023-09-21 02:02:55.178363
869,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Lightweight,Renato Moicano,Alexander Hernandez,fighter1,0                                  0,33                                  37,2                                  0,1                                  0,SUB              Rear Naked Choke,2,1:23,2023-09-21 02:02:55.178363
870,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Lightweight,Bobby Green,Nasrat Haqparast,fighter1,0                                  0,188                                  76,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
871,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Heavyweight,Andrei Arlovski,Jared Vanderaa,fighter1,0                                  0,64                                  70,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
872,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Women's Flyweight,Casey O'Neill,Roxanne Modafferi,fighter1,0                                  0,229                                  120,0                                  2,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
873,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Bantamweight,Kyler Phillips,Marcelo Rojo,fighter1,0                                  0,80                                  55,3                                  0,2                                  0,SUB              Triangle Armbar,3,1:48,2023-09-21 02:02:55.178363
874,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Light Heavyweight,Carlos Ulberg,Fabio Cherant,fighter1,0                                  0,66                                  13,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
875,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Bantamweight,Ronnie Lawrence,Mana Martinez,fighter1,3                                  2,46                                  39,6                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
876,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Middleweight,Jacob Malkoun,AJ Dobson,fighter1,0                                  0,80                                  52,6                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
877,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Bantamweight,Douglas Silva de Andrade,Sergey Morozov,fighter1,3                                  1,37                                  32,0                                  1,2                                  0,SUB              Rear Naked Choke,2,3:24,2023-09-21 02:02:55.178363
878,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Welterweight,Jeremiah Wells,Blood Diamond,fighter1,0                                  0,15                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,4:38,2023-09-21 02:02:55.178363
879,UFC 271: Adesanya vs. Whittaker 2,February 12 2022,"Houston, Texas, USA",Heavyweight,Maxim Grishin,William Knight,fighter1,0                                  0,69                                  21,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
880,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Middleweight,Sean Strickland,Jack Hermansson,fighter1,0                                  0,153                                  137,0                                  0,0                                  0,S-DEC,5,5:00,2023-09-21 02:02:55.178363
881,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Middleweight,Nick Maximov,Punahele Soriano,fighter1,0                                  0,29                                  45,11                                  0,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
882,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Welterweight,Shavkat Rakhmonov,Carlston Harris,fighter1,1                                  0,13                                  10,1                                  0,0                                  0,KO/TKO              Kick,1,4:10,2023-09-21 02:02:55.178363
883,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Brendan Allen,Sam Alvey,fighter1,1                                  0,36                                  24,0                                  0,1                                  0,SUB              Rear Naked Choke,2,2:10,2023-09-21 02:02:55.178363
884,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Middleweight,Bryan Battle,Tresean Gore,fighter1,0                                  0,112                                  57,1                                  2,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
885,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Featherweight,Julian Erosa,Steven Peterson,fighter1,0                                  0,155                                  148,3                                  0,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
886,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Bantamweight,John Castaneda,Miles Johns,fighter1,1                                  0,58                                  34,0                                  0,1                                  0,SUB              Arm Triangle,3,1:38,2023-09-21 02:02:55.178363
887,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Featherweight,Hakeem Dawodu,Michael Trizano,fighter1,0                                  0,141                                  70,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
888,UFC Fight Night: Hermansson vs. Strickland,February 05 2022,"Las Vegas, Nevada, USA",Middleweight,Chidi Njokuani,Marc-Andre Barriault,fighter1,1                                  0,11                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:16,2023-09-21 02:02:55.178363
