event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night 1,2005-08-06,Light Heavyweight,Stephan Bonnar,Sam Hoger,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Middleweight,Nate Quarry,Pete Sell,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Welterweight,Josh Koscheck,Pete Spratt,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Middleweight,Mike Swick,Gideon Ray,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Welterweight,Kenny Florian,Alex Karalexis,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Welterweight,Drew Fickett,Josh Neer,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Heavyweight,Andrei Arlovski,Justin Eilers,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Welterweight,Karo Parisyan,Matt Serra,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Middleweight,Rich Franklin,Evan Tanner,KO/TKO,4,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Light Heavyweight,Forrest Griffin,Bill Mahood,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Heavyweight,Paul Buentello,Kevin Jordan,SUB              Neck Crank,1,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Middleweight,Nate Quarry,Shonie Carter,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Middleweight,David Loiseau,Charles McCarthy,KO/TKO              Spinning Back Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC 53: Heavy Hitters,2005-06-04,Welterweight,Nick Diaz,Koji Oishi,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Light Heavyweight,Chuck Liddell,Randy Couture,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Light Heavyweight,Renato Sobral,Travis Wiuff,SUB              Armbar,2,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Welterweight,Matt Hughes,Frank Trigg,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Middleweight,Matt Lindland,Travis Lutter,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Welterweight,Georges St-Pierre,Jason Miller,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Middleweight,Ivan Salaverry,Joe Riggs,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Middleweight,Joe Doerksen,Patrick Cote,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 52: Couture vs Liddell 2,2005-04-16,Heavyweight,Mike van Arsdale,John Marsh,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Light Heavyweight,Rich Franklin,Ken Shamrock,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Light Heavyweight,Forrest Griffin,Stephan Bonnar,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Middleweight,Diego Sanchez,Kenny Florian,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Light Heavyweight,Sam Hoger,Bobby Southworth,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Middleweight,Chris Leben,Jason Thacker,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Middleweight,Josh Koscheck,Chris Sanford,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Middleweight,Nate Quarry,Lodune Sincaid,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Middleweight,Mike Swick,Alex Schoenauer,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Welterweight,Alex Karalexis,Josh Rafferty,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Light Heavyweight,Tito Ortiz,Vitor Belfort,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Middleweight,Pete Sell,Phil Baroni,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Heavyweight,Andrei Arlovski,Tim Sylvia,SUB              Ankle Lock,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Middleweight,Evan Tanner,David Terrell,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Heavyweight,Paul Buentello,Justin Eilers,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Heavyweight,Mike Kyle,James Irvin,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Middleweight,David Loiseau,Gideon Ray,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Welterweight,Karo Parisyan,Chris Lytle,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 51: Super Saturday,2005-02-05,Welterweight,Nick Diaz,Drew Fickett,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Light Heavyweight,Tito Ortiz,Patrick Cote,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Middleweight,Rich Franklin,Jorge Rivera,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Welterweight,Matt Hughes,Georges St-Pierre,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Welterweight,Frank Trigg,Renato Verissimo,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Middleweight,Evan Tanner,Robbie Lawler,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Middleweight,Ivan Salaverry,Tony Fryklund,SUB              Other - Lock,1,fighter1,2023-09-21 02:02:55.178363
UFC 50: The War Of '04,2004-10-22,Light Heavyweight,Travis Lutter,Marvin Eastman,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Light Heavyweight,Randy Couture,Vitor Belfort,KO/TKO,3,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Middleweight,Joe Riggs,Joe Doerksen,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Light Heavyweight,Chuck Liddell,Vernon White,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Middleweight,David Terrell,Matt Lindland,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Heavyweight,Justin Eilers,Mike Kyle,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Welterweight,Chris Lytle,Ronald Jhun,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Welterweight,Karo Parisyan,Nick Diaz,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 49: Unfinished Business,2004-08-21,Lightweight,Yves Edwards,Josh Thomson,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Heavyweight,Ken Shamrock,Kimo Leopoldo,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Welterweight,Frank Trigg,Dennis Hallman,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Heavyweight,Frank Mir,Tim Sylvia,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Welterweight,Matt Hughes,Renato Verissimo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Middleweight,Evan Tanner,Phil Baroni,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Lightweight,Matt Serra,Ivan Menjivar,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Welterweight,Georges St-Pierre,Jay Hieron,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 48: Payback,2004-06-19,Middleweight,Trevor Prangley,Curtis Stout,SUB              Scarf Hold,2,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Light Heavyweight,Chuck Liddell,Tito Ortiz,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Welterweight,Chris Lytle,Tiki Ghosn,SUB              Bulldog Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Lightweight,Yves Edwards,Hermes Franca,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Heavyweight,Andrei Arlovski,Wesley Correira,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Welterweight,Nick Diaz,Robbie Lawler,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Heavyweight,Mike Kyle,Wes Sims,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Heavyweight,Jonathan Wiezorek,Wade Shipp,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 47: It's On!,2004-04-02,Lightweight,Genki Sudo,Mike Brown,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Light Heavyweight,Vitor Belfort,Randy Couture,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Welterweight,Renato Verissimo,Carlos Newton,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Welterweight,BJ Penn,Matt Hughes,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Heavyweight,Frank Mir,Wes Sims,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Middleweight,Lee Murray,Jorge Rivera,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Welterweight,Georges St-Pierre,Karo Parisyan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Lightweight,Josh Thomson,Hermes Franca,M-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 46: Supernatural,2004-01-31,Lightweight,Matt Serra,Jeff Curran,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Welterweight,Matt Hughes,Frank Trigg,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Middleweight,Matt Lindland,Falaniko Vitale,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Heavyweight,Wesley Correira,David Abbott,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Middleweight,Evan Tanner,Phil Baroni,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Welterweight,Robbie Lawler,Chris Lytle,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Heavyweight,Pedro Rizzo,Ricco Rodriguez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Middleweight,Keith Rockel,Chris Liguori,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 45: Revolution,2003-11-21,Lightweight,Yves Edwards,Nick Agallar,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Light Heavyweight,Randy Couture,Tito Ortiz,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Heavyweight,Andrei Arlovski,Vladimir Matyushenko,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Heavyweight,Tim Sylvia,Gan McGee,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Middleweight,Jorge Rivera,David Loiseau,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Light Heavyweight,Rich Franklin,Edwin DeWees,KO/TKO              Knees,1,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Welterweight,Karo Parisyan,Dave Strasser,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Lightweight,Josh Thomson,Gerald Strebendt,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Welterweight,Nick Diaz,Jeremy Jackson,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC 44: Undisputed,2003-09-26,Lightweight,Hermes Franca,Caol Uno,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Light Heavyweight,Randy Couture,Chuck Liddell,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Heavyweight,Kimo Leopoldo,David Abbott,SUB              Arm Triangle,1,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Light Heavyweight,Vitor Belfort,Marvin Eastman,KO/TKO              Knees,1,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Heavyweight,Vernon White,Ian Freeman,S-DEC,3,Draw,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Heavyweight,Frank Mir,Wes Sims,DQ,1,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Lightweight,Yves Edwards,Eddie Ruiz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Middleweight,Falaniko Vitale,Matt Lindland,KO/TKO              Slam,1,fighter1,2023-09-21 02:02:55.178363
UFC 43: Meltdown,2003-06-06,Heavyweight,Pedro Rizzo,Tra Telligman,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Welterweight,Matt Hughes,Sean Sherk,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Welterweight,Pete Spratt,Robbie Lawler,SUB              Injury,2,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Welterweight,Dave Strasser,Romie Aram,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Heavyweight,Wesley Correira,Sean Alvarez,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Light Heavyweight,Rich Franklin,Evan Tanner,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Lightweight,Duane Ludwig,Genki Sudo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Lightweight,Hermes Franca,Richard Crunkilton,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 42: Sudden Impact,2003-04-25,Middleweight,David Loiseau,Mark Weir,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Heavyweight,Tim Sylvia,Ricco Rodriguez,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Heavyweight,Frank Mir,David Abbott,SUB              Toe Hold,1,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Lightweight,BJ Penn,Caol Uno,S-DEC,5,Draw,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Middleweight,Matt Lindland,Phil Baroni,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Heavyweight,Vladimir Matyushenko,Pedro Rizzo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Lightweight,Din Thomas,Matt Serra,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Heavyweight,Gan McGee,Alexandre Dantas,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 41: Onslaught,2003-02-28,Lightweight,Yves Edwards,Rich Clementi,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Light Heavyweight,Tito Ortiz,Ken Shamrock,KO/TKO,3,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Light Heavyweight,Chuck Liddell,Renato Sobral,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Welterweight,Matt Hughes,Gil Castillo,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Welterweight,Carlos Newton,Pete Spratt,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Welterweight,Robbie Lawler,Tiki Ghosn,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Heavyweight,Andrei Arlovski,Ian Freeman,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Heavyweight,Vladimir Matyushenko,Travis Wiuff,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 40: Vendetta,2002-11-22,Middleweight,Phillip Miller,Mark Weir,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Heavyweight,Ricco Rodriguez,Randy Couture,KO/TKO              Elbows,5,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Heavyweight,Tim Sylvia,Wesley Correira,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Lightweight,BJ Penn,Matt Serra,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Lightweight,Caol Uno,Din Thomas,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Heavyweight,Gan McGee,Pedro Rizzo,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Middleweight,Phil Baroni,Dave Menne,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Middleweight,Matt Lindland,Ivan Salaverry,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 39: The Warriors Return,2002-09-27,Welterweight,Sean Sherk,Benji Radach,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Welterweight,Matt Hughes,Carlos Newton,KO/TKO              Punches,4,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Heavyweight,Ian Freeman,Frank Mir,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Middleweight,Mark Weir,Eugene Jackson,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Lightweight,Genki Sudo,Leigh Remedios,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Light Heavyweight,Phillip Miller,James Zikic,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Light Heavyweight,Renato Sobral,Elvis Sinosic,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 38: Brawl at the Hall,2002-07-13,Light Heavyweight,Evan Tanner,Chris Haseman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Light Heavyweight,Chuck Liddell,Vitor Belfort,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Welterweight,Benji Radach,Nick Serra,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Welterweight,Pete Spratt,Zach Light,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Welterweight,Robbie Lawler,Steve Berger,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Middleweight,Tony Fryklund,Rodrigo Ruas,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 37.5: As Real As It Gets,2002-06-22,Lightweight,Yves Edwards,Joao Pierini,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Middleweight,Murilo Bustamante,Matt Lindland,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Heavyweight,Ricco Rodriguez,Tsuyoshi Kohsaka,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Lightweight,BJ Penn,Paul Creighton,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Middleweight,Phil Baroni,Amar Suloev,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Lightweight,Caol Uno,Yves Edwards,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Middleweight,Ivan Salaverry,Andrei Semenov,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Welterweight,Benji Radach,Steve Berger,Overturned,1,No contest,2023-09-21 02:02:55.178363
UFC 37: High Impact,2002-05-10,Welterweight,Robbie Lawler,Aaron Riley,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 36: Worlds Collide,2002-03-22,Heavyweight,Josh Barnett,Randy Couture,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 36: Worlds Collide,2002-03-22,Heavyweight,Pedro Rizzo,Andrei Arlovski,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
