event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC 65: Bad Intentions,2006-11-18,Lightweight,Joe Stevenson,Dokonjonosuke Mishima,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 65: Bad Intentions,2006-11-18,Welterweight,Nick Diaz,Gleison Tibau,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Antoni Hardonk,Sherman Pendergarst,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 65: Bad Intentions,2006-11-18,Light Heavyweight,James Irvin,Hector Ramirez,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 65: Bad Intentions,2006-11-18,Heavyweight,Jake O'Brien,Josh Shockman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Welterweight,Matt Serra,Chris Lytle,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Travis Lutter,Patrick Cote,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Lightweight,Din Thomas,Rich Clementi,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Jorge Rivera,Edwin DeWees,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Welterweight,Pete Spratt,Jeremy Jackson,SUB              Injury,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Scott Smith,Pete Sell,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Charles McCarthy,Gideon Ray,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: The Comeback Finale,2006-11-11,Middleweight,Martin Kampmann,Thales Leites,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Middleweight,Anderson Silva,Rich Franklin,KO/TKO              Knees,1,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Lightweight,Sean Sherk,Kenny Florian,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Welterweight,Jon Fitch,Kuniyoshi Hironaka,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Heavyweight,Carmelo Marrero,Cheick Kongo,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Lightweight,Spencer Fisher,Dan Lauzon,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Middleweight,Yushin Okami,Kalib Starnes,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Lightweight,Clay Guida,Justin James,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 64: Unstoppable,2006-10-14,Lightweight,Kurt Pellegrino,Junior Assuncao,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Light Heavyweight,Tito Ortiz,Ken Shamrock,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Kendall Grove,Chris Price,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Jason MacDonald,Ed Herman,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Light Heavyweight,Matt Hamill,Seth Petruzelli,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Nate Marquardt,Crafton Wallace,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Tony DeSouza,Dustin Hazelett,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Middleweight,Rory Singer,Josh Haynes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Thiago Alves,John Alessio,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Welterweight,Marcus Davis,Forrest Petz,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Welterweight,Matt Hughes,BJ Penn,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Middleweight,Mike Swick,David Loiseau,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Melvin Guillard,Gabe Ruediger,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Light Heavyweight,Rashad Evans,Jason Lambert,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Joe Lauzon,Jens Pulver,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Roger Huerta,Jason Dent,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Heavyweight,Eddie Sanchez,Mario Neto,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Jorge Gurgel,Danny Abbadi,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 63: Hughes vs Penn,2006-09-23,Lightweight,Tyson Griffin,David Lee,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Chuck Liddell,Renato Sobral,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Forrest Griffin,Stephan Bonnar,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Welterweight,Nick Diaz,Josh Neer,SUB              Kimura,3,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Heavyweight,Cheick Kongo,Christian Wellisch,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Lightweight,Hermes Franca,Jamie Varner,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Eric Schafer,Rob MacDonald,SUB              Arm Triangle,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,Wilson Gouveia,Wes Combs,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Light Heavyweight,David Heath,Cory Walmsley,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 62: Liddell vs Sobral,2006-08-26,Middleweight,Yushin Okami,Alan Belcher,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Welterweight,Diego Sanchez,Karo Parisyan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Middleweight,Chris Leben,Jorge Santiago,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Middleweight,Dean Lister,Yuki Sasaki,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Welterweight,Josh Koscheck,Jonathan Goulet,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Middleweight,Martin Kampmann,Crafton Wallace,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Welterweight,Joe Riggs,Jason Von Flue,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Heavyweight,Jake O'Brien,Kristof Midoux,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Welterweight,Forrest Petz,Sammy Morgan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 6,2006-08-17,Welterweight,Anthony Torres,Pat Healy,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Heavyweight,Tim Sylvia,Andrei Arlovski,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Welterweight,Joshua Burkman,Josh Neer,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Light Heavyweight,Tito Ortiz,Ken Shamrock,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Heavyweight,Frank Mir,Dan Christison,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Lightweight,Joe Stevenson,Yves Edwards,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Catch Weight,Hermes Franca,Joe Jordan,SUB              Triangle Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Heavyweight,Jeff Monson,Anthony Perosh,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Heavyweight,Cheick Kongo,Gilbert Aldana,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 61: Bitter Rivals,2006-07-08,Welterweight,Drew Fickett,Kurt Pellegrino,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Welterweight,Jonathan Goulet,Luke Cummo,M-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Middleweight,Anderson Silva,Chris Leben,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Light Heavyweight,Rashad Evans,Stephan Bonnar,M-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Lightweight,Mark Hominick,Jorge Gurgel,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Welterweight,Josh Koscheck,Dave Menne,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Light Heavyweight,Jason Lambert,Branden Lee Hinkle,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Welterweight,Jon Fitch,Thiago Alves,KO/TKO              Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Light Heavyweight,Rob MacDonald,Kristian Rothaermel,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 5,2006-06-28,Middleweight,Jorge Santiago,Justin Levens,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Lightweight,Kenny Florian,Sam Stout,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Light Heavyweight,Michael Bisping,Josh Haynes,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Middleweight,Kendall Grove,Ed Herman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Light Heavyweight,Keith Jardine,Wilson Gouveia,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Middleweight,Rory Singer,Ross Pointon,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Middleweight,Kalib Starnes,Danny Abbadi,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Middleweight,Luigi Fioravanti,Solomon Hutcherson,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Light Heavyweight,Matt Hamill,Jesse Forbes,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Light Heavyweight,Mike Nickels,Wes Combs,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Catch Weight,Matt Hughes,Royce Gracie,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Light Heavyweight,Dean Lister,Alessio Sakara,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Welterweight,Diego Sanchez,John Alessio,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Heavyweight,Brandon Vera,Assuerio Silva,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Middleweight,Mike Swick,Joe Riggs,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Middleweight,Jeremy Horn,Chael Sonnen,SUB              Armbar,2,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Lightweight,Spencer Fisher,Matt Wiman,KO/TKO              Flying Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Heavyweight,Gabriel Gonzaga,Fabiano Scherner,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 60: Hughes vs Gracie,2006-05-27,Lightweight,Melvin Guillard,Rick Davis,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Heavyweight,Tim Sylvia,Andrei Arlovski,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Welterweight,Sean Sherk,Nick Diaz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Light Heavyweight,Tito Ortiz,Forrest Griffin,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Middleweight,Evan Tanner,Justin Levens,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Heavyweight,Jeff Monson,Marcio Cruz,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Welterweight,Karo Parisyan,Nick Thompson,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Middleweight,David Terrell,Scott Smith,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Light Heavyweight,Jason Lambert,Terry Martin,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 59: Reality Check,2006-04-15,Welterweight,Thiago Alves,Derrick Noble,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Light Heavyweight,Stephan Bonnar,Keith Jardine,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Light Heavyweight,Rashad Evans,Sam Hoger,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Welterweight,Josh Neer,Joe Stevenson,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Middleweight,Chris Leben,Luigi Fioravanti,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Welterweight,Luke Cummo,Jason Von Flue,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Welterweight,Jon Fitch,Joshua Burkman,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Heavyweight,Dan Christison,Brad Imes,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Welterweight,Josh Koscheck,Ansar Chalangov,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 4,2006-04-06,Middleweight,Chael Sonnen,Trevor Prangley,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Middleweight,Rich Franklin,David Loiseau,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Middleweight,Mike Swick,Steve Vigneault,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Welterweight,Georges St-Pierre,BJ Penn,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Middleweight,Nate Marquardt,Joe Doerksen,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Lightweight,Mark Hominick,Yves Edwards,SUB              Triangle Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Lightweight,Sam Stout,Spencer Fisher,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Light Heavyweight,Jason Lambert,Rob MacDonald,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC 58: USA vs Canada,2006-03-04,Heavyweight,Tom Murphy,Icho Larenas,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Light Heavyweight,Chuck Liddell,Randy Couture,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Heavyweight,Brandon Vera,Justin Eilers,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Heavyweight,Marcio Cruz,Frank Mir,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Light Heavyweight,Renato Sobral,Mike van Arsdale,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Welterweight,Joe Riggs,Nick Diaz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Light Heavyweight,Alessio Sakara,Elvis Sinosic,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Heavyweight,Paul Buentello,Gilbert Aldana,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Heavyweight,Jeff Monson,Branden Lee Hinkle,SUB              North-South Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 57: Liddell vs Couture 3,2006-02-04,Light Heavyweight,Keith Jardine,Mike Whitehead,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Heavyweight,Tim Sylvia,Assuerio Silva,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Light Heavyweight,Stephan Bonnar,James Irvin,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Welterweight,Joshua Burkman,Drew Fickett,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Middleweight,Chris Leben,Jorge Rivera,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Welterweight,Josh Neer,Melvin Guillard,SUB              Triangle Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Welterweight,Duane Ludwig,Jonathan Goulet,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Welterweight,Spencer Fisher,Aaron Riley,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 3,2006-01-16,Welterweight,Jason Von Flue,Alex Karalexis,SUB              Von Flue Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Middleweight,Rich Franklin,Nate Quarry,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Heavyweight,Gabriel Gonzaga,Kevin Jordan,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Welterweight,Matt Hughes,Joe Riggs,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Welterweight,Georges St-Pierre,Sean Sherk,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Middleweight,Jeremy Horn,Trevor Prangley,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Light Heavyweight,Sam Hoger,Jeff Newton,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Welterweight,Thiago Alves,Ansar Chalangov,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 56: Full Force,2005-11-19,Welterweight,Nick Thompson,Keith Wisniewski,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Welterweight,Diego Sanchez,Nick Diaz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Heavyweight,Rashad Evans,Brad Imes,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Welterweight,Joe Stevenson,Luke Cummo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Welterweight,Kenny Florian,Kit Cope,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Welterweight,Joshua Burkman,Sammy Morgan,KO/TKO              Slam,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Welterweight,Melvin Guillard,Marcus Davis,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Heavyweight,Keith Jardine,Kerry Schall,KO/TKO              Kicks,2,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Heavyweight,Andrei Arlovski,Paul Buentello,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Heavyweight,Branden Lee Hinkle,Sean Gannon,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Light Heavyweight,Forrest Griffin,Elvis Sinosic,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Light Heavyweight,Renato Sobral,Chael Sonnen,SUB              Triangle Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Welterweight,Joe Riggs,Chris Lytle,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Middleweight,Jorge Rivera,Dennis Hallman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Heavyweight,Marcio Cruz,Keigo Kunihara,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 55: Fury,2005-10-07,Light Heavyweight,Alessio Sakara,Ron Faircloth,CNC,2,No contest,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Middleweight,David Loiseau,Evan Tanner,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Middleweight,Chris Leben,Edwin DeWees,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Heavyweight,Brandon Vera,Fabiano Scherner,KO/TKO              Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Welterweight,Drew Fickett,Josh Koscheck,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Welterweight,Spencer Fisher,Thiago Alves,SUB              Triangle Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Middleweight,Jon Fitch,Brock Larson,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 2,2005-10-03,Welterweight,Jonathan Goulet,Jay Hieron,KO/TKO,3,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Light Heavyweight,Chuck Liddell,Jeremy Horn,KO/TKO              Punches,4,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Heavyweight,Tim Sylvia,Tra Telligman,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Light Heavyweight,Randy Couture,Mike van Arsdale,SUB              Anaconda Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Welterweight,Diego Sanchez,Brian Gassaway,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Welterweight,Georges St-Pierre,Frank Trigg,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Middleweight,Matt Lindland,Joe Doerksen,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Middleweight,Trevor Prangley,Travis Lutter,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 54: Boiling Point,2005-08-20,Light Heavyweight,James Irvin,Terry Martin,KO/TKO              Flying Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Middleweight,Nate Marquardt,Ivan Salaverry,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 1,2005-08-06,Middleweight,Chris Leben,Patrick Cote,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
