event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Lightweight,Cole Miller,Dan Lauzon,fighter1,0                                  1,15                                  10,0                                  1,1                                  0,SUB              Inverted Triangle,1,3:05,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Middleweight,Mark Munoz,Ryan Jensen,fighter1,0                                  0,16                                  9,1                                  0,0                                  1,KO/TKO              Punches,1,2:30,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Welterweight,Jake Ellenberger,Mike Pyle,fighter1,1                                  0,15                                  5,2                                  0,0                                  1,KO/TKO              Punch,2,0:22,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Lightweight,Rafaello Oliveira,John Gunderson,fighter1,0                                  0,21                                  1,6                                  1,4                                  4,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Lightweight,BJ Penn,Diego Sanchez,fighter1,0                                  0,70                                  8,0                                  0,0                                  0,KO/TKO,5,2:37,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Heavyweight,Frank Mir,Cheick Kongo,fighter1,1                                  0,2                                  0,0                                  0,1                                  0,SUB              Guillotine Choke,1,1:12,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Welterweight,Jon Fitch,Mike Pierce,fighter1,0                                  0,55                                  54,4                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Lightweight,Kenny Florian,Clay Guida,fighter1,1                                  0,22                                  13,1                                  0,1                                  0,SUB              Rear Naked Choke,2,2:19,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Heavyweight,Stefan Struve,Paul Buentello,fighter1,0                                  1,54                                  37,1                                  0,2                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Catch Weight,Alan Belcher,Wilson Gouveia,fighter1,1                                  0,21                                  29,0                                  0,0                                  0,KO/TKO              Punches,1,3:03,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Lightweight,Matt Wiman,Shane Nelson,fighter1,0                                  0,55                                  20,2                                  1,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Welterweight,Johny Hendricks,Ricardo Funch,fighter1,0                                  0,49                                  16,7                                  1,4                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Middleweight,Rousimar Palhares,Lucio Linhares,fighter1,0                                  0,6                                  8,1                                  2,3                                  2,SUB              Heel Hook,2,3:21,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Welterweight,DaMarques Johnson,Edgar Garcia,fighter1,0                                  0,10                                  17,0                                  1,1                                  1,SUB              Triangle Choke,1,4:03,2023-09-21 02:02:55.178363
UFC 107: Penn vs Sanchez,December 12 2009,"Memphis, Tennessee, USA",Welterweight,TJ Grant,Kevin Burns,fighter1,1                                  1,28                                  14,1                                  0,0                                  0,KO/TKO              Punch,1,4:57,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Heavyweight,Roy Nelson,Brendan Schaub,fighter1,1                                  0,8                                  12,1                                  0,0                                  0,KO/TKO              Punch,1,3:45,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Light Heavyweight,Matt Hamill,Jon Jones,fighter1,0                                  0,5                                  44,0                                  1,0                                  0,DQ,1,4:14,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Catch Weight,Kevin Ferguson,Houston Alexander,fighter1,0                                  0,27                                  43,4                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Lightweight,Frankie Edgar,Matt Veach,fighter1,0                                  0,25                                  7,0                                  3,1                                  0,SUB              Rear Naked Choke,2,2:20,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Heavyweight,Matt Mitrione,Marcus Jones,fighter1,1                                  0,14                                  10,0                                  3,0                                  1,KO/TKO              Punches,2,0:10,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Heavyweight,James McSweeney,Darrill Schoonover,fighter1,0                                  0,58                                  16,1                                  0,2                                  1,KO/TKO              Knee,3,3:20,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Heavyweight,Jon Madsen,Justin Wren,fighter1,0                                  0,26                                  17,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Light Heavyweight,Brian Stann,Rodney Wallace,fighter1,0                                  0,36                                  15,0                                  7,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Welterweight,John Howard,Dennis Hallman,fighter1,1                                  0,14                                  8,2                                  2,0                                  2,KO/TKO              Punches,3,4:55,2023-09-21 02:02:55.178363
The Ultimate Fighter: Heavyweights Finale,December 05 2009,"Las Vegas, Nevada, USA",Lightweight,Mark Bocek,Joe Brammer,fighter1,0                                  0,6                                  3,2                                  0,1                                  0,SUB              Rear Naked Choke,1,3:36,2023-09-21 02:02:55.178363
UFC 106: Ortiz vs Griffin 2,November 21 2009,"Las Vegas, Nevada, USA",Light Heavyweight,Forrest Griffin,Tito Ortiz,fighter1,0                                  0,70                                  24,0                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 106: Ortiz vs Griffin 2,November 21 2009,"Las Vegas, Nevada, USA",Welterweight,Josh Koscheck,Anthony Johnson,fighter1,0                                  0,19                                  16,2                                  0,1                                  0,SUB              Rear Naked Choke,2,4:47,2023-09-21 02:02:55.178363
