event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC Fight Night: Cannonier vs. Strickland,Amir Albazi,Alessandro Costa,1.24,5.0,favourite
UFC Fight Night: Cannonier vs. Strickland,Julian Erosa,Alex Caceres,1.62,2.63,underdog
UFC Fight Night: Cannonier vs. Strickland,Drew Dober,Bobby Green,1.62,2.5,favourite
UFC Fight Night: Cannonier vs. Strickland,Michal Oleksiejczuk,Cody Brundage,1.43,3.35,favourite
UFC Fight Night: Cannonier vs. Strickland,Cheyanne Buys,Cory McKenna,1.57,2.5,underdog
UFC Fight Night: Cannonier vs. Strickland,Jake Matthews,Matt Semelsberger,1.36,3.62,underdog
UFC Fight Night: Cannonier vs. Strickland,Saidyokub Kakhramonov,Said Nurmagomedov,1.93,2.0,underdog
UFC Fight Night: Cannonier vs. Strickland,Rafa Garcia,Hayisaer Maheshate,1.7,2.4,favourite
UFC Fight Night: Cannonier vs. Strickland,Rinat Fakhretdinov,Bryan Battle,1.68,2.35,favourite
UFC Fight Night: Cannonier vs. Strickland,Manel Kape,David Dvorak,1.5,3.0,favourite
UFC Fight Night: Cannonier vs. Strickland,Sergey Morozov,Journey Newson,1.34,3.75,favourite
UFC Fight Night: Muniz vs. Allen,Andre Muniz,Brendan Allen,1.49,3.0,underdog
UFC Fight Night: Muniz vs. Allen,Augusto Sakai,Don'tale Mayes,1.96,2.15,favourite
UFC Fight Night: Muniz vs. Allen,Tatiana Suarez,Montana De La Rosa,1.13,6.2,favourite
UFC Fight Night: Muniz vs. Allen,Mike Malott,Yohan Lainesse,1.47,3.0,favourite
UFC Fight Night: Muniz vs. Allen,Trevor Peek,Erick Gonzalez,1.53,3.45,favourite
UFC Fight Night: Muniz vs. Allen,Gabriella Fernandes,Jasmine Jasudavicius,1.83,2.12,underdog
UFC Fight Night: Muniz vs. Allen,Jordan Leavitt,Victor Martinez,1.95,2.15,favourite
UFC Fight Night: Muniz vs. Allen,Charles Johnson,Ode Osbourne,1.65,2.34,underdog
UFC Fight Night: Muniz vs. Allen,Joe Solecki,Carl Deaton,1.19,7.5,favourite
UFC Fight Night: Muniz vs. Allen,Nurullo Aliev,Rafael Alves,1.56,2.7,favourite
UFC 285,Jon Jones,Ciryl Gane,1.7,2.55,favourite
UFC 285,Valentina Shevchenko,Alexa Grasso,1.17,8.5,underdog
UFC 285,Shavkat Rakhmonov,Geoff Neal,1.22,5.2,favourite
UFC 285,Mateusz Gamrot,Jalin Turner,1.57,2.8,favourite
UFC 285,Bo Nickal,Jamie Pickett,1.07,13.0,favourite
UFC 285,Cody Garbrandt,Trevin Jones,1.61,2.55,favourite
UFC 285,Dricus Du Plessis,Derek Brunson,1.45,3.0,favourite
UFC 285,Amanda Ribas,Viviane Araujo,1.95,2.1,favourite
UFC 285,Marc-Andre Barriault,Julian Marquez,1.8,2.4,favourite
UFC 285,Ian Garry,Kenan Song,1.13,7.5,favourite
UFC 285,Cameron Saaiman,Mana Martinez,1.4,3.41,favourite
UFC 285,Tabatha Ricci,Jessica Penne,1.43,4.25,favourite
UFC 285,Farid Basharat,DaMon Blackshear,1.21,4.5,favourite
UFC 285,Loik Radzhabov,Esteban Ribovics,1.49,3.05,favourite
UFC Fight Night: Yan vs. Dvalishvili,Petr Yan,Merab Dvalishvili,1.42,3.2,underdog
UFC Fight Night: Yan vs. Dvalishvili,Alexander Romanov,Alexander Volkov,1.61,2.3,underdog
UFC Fight Night: Yan vs. Dvalishvili,Nikita Krylov,Ryan Spann,1.63,2.47,favourite
UFC Fight Night: Yan vs. Dvalishvili,Said Nurmagomedov,Jonathan Martinez,1.44,3.1,underdog
UFC Fight Night: Yan vs. Dvalishvili,Mario Bautista,Guido Cannetti,1.1,8.5,favourite
UFC Fight Night: Yan vs. Dvalishvili,Vitor Petrino,Anton Turkalj,1.95,2.02,favourite
UFC Fight Night: Yan vs. Dvalishvili,Karl Williams,Lukasz Brzeski,1.54,2.6,favourite
UFC Fight Night: Yan vs. Dvalishvili,Davey Grant,Raphael Assuncao,1.74,2.25,favourite
UFC Fight Night: Yan vs. Dvalishvili,Sedriques Dumas,Josh Fremd,1.54,3.05,underdog
UFC Fight Night: Yan vs. Dvalishvili,Victor Henry,Tony Gravely,1.7,2.3,favourite
UFC Fight Night: Yan vs. Dvalishvili,J.J. Aldrich,Ariane Lipski,1.29,4.4,underdog
UFC Fight Night: Yan vs. Dvalishvili,Bruno Silva,Tyson Nam,1.59,2.65,favourite
UFC Fight Night: Yan vs. Dvalishvili,Carlston Harris,Jared Gooden,1.33,4.0,favourite
UFC 286,Kamaru Usman,Leon Edwards,1.43,3.3,underdog
UFC 286,Rafael Fiziev,Justin Gaethje,1.44,3.22,underdog
UFC 286,Gunnar Nelson,Bryan Barberena,1.27,4.1,favourite
UFC 286,Casey O'Neill,Jennifer Maia,1.67,2.6,underdog
UFC 286,Marvin Vettori,Roman Dolidze,1.43,5.6,favourite
UFC 286,Jack Shore,Makwan Amirkhani,1.2,5.85,favourite
UFC 286,Omar Morales,Chris Duncan (2),1.95,1.95,underdog
UFC 286,Sam Patterson,Yanal Ashmoz,1.36,3.4,underdog
UFC 286,Muhammad Mokaev,Jafel Filho,1.12,7.5,favourite
UFC 286,Lerone Murphy,Gabriel Santos,1.57,2.8,favourite
UFC 286,Christian Duncan,Dusko Todorovic,1.53,3.3,favourite
UFC 286,Jake Hadley,Malcolm Gordon,1.32,4.75,favourite
UFC 286,Joanne Wood,Luana Carolina,1.59,2.86,favourite
UFC 286,Ludovit Klein,Jai Herbert,1.62,2.88,nan
UFC 286,Juliana Miller,Veronica Macedo,1.29,4.5,underdog
UFC Fight Night: Vera vs. Sandhagen,Cory Sandhagen,Marlon Vera,1.74,2.33,favourite
UFC Fight Night: Vera vs. Sandhagen,Holly Holm,Yana Santos,1.43,3.1,favourite
UFC Fight Night: Vera vs. Sandhagen,Nate Landwehr,Austin Lingo,1.51,2.85,favourite
UFC Fight Night: Vera vs. Sandhagen,Maycee Barber,Andrea Lee,1.38,3.4,favourite
UFC Fight Night: Vera vs. Sandhagen,Chidi Njokuani,Albert Duraev,1.71,2.55,underdog
UFC Fight Night: Vera vs. Sandhagen,Tucker Lutz,Daniel Pineda,1.42,3.55,underdog
UFC Fight Night: Vera vs. Sandhagen,Steven Peterson,Lucas Alexander,1.67,2.4,underdog
UFC Fight Night: Vera vs. Sandhagen,Preston Parsons,Trevin Giles,1.91,2.1,underdog
UFC Fight Night: Vera vs. Sandhagen,Carlos Vergara,Daniel Lacerda,1.42,3.25,favourite
UFC Fight Night: Vera vs. Sandhagen,Vinicius Salvador,Victor Altamirano,1.91,2.0,underdog
UFC 287,Israel Adesanya,Alex Pereira,1.74,2.15,favourite
UFC 287,Gilbert Burns,Jorge Masvidal,1.25,4.8,favourite
UFC 287,Adrian Yanez,Rob Font,1.62,2.6,underdog
UFC 287,Kevin Holland,Santiago Ponzinibbio,1.4,3.15,favourite
UFC 287,Raul Rosas Jr,Christian Rodriguez,1.44,2.75,underdog
UFC 287,Kelvin Gastelum,Chris Curtis,1.77,2.1,favourite
UFC 287,Luana Pinheiro,Michelle Waterson,1.71,2.4,favourite
UFC 287,Joe Pyfer,Gerald Meerschaert,1.53,2.72,favourite
UFC 287,Lupita Godinez,Cynthia Calvillo,1.41,3.4,favourite
UFC 287,Ignacio Bahamondes,Trey Ogden,1.29,4.6,favourite
UFC 287,Yilan Sha,Steve Garcia,1.59,2.63,underdog
UFC 287,Jaqueline Amorim,Sam Hughes,1.36,3.0,underdog
UFC Fight Night: Holloway vs. Allen,Max Holloway,Arnold Allen,1.61,2.5,favourite
UFC Fight Night: Holloway vs. Allen,Billy Quarantillo,Edson Barboza,1.61,2.51,underdog
UFC Fight Night: Holloway vs. Allen,Dustin Jacoby,Azamat Murzakanov,1.71,2.4,underdog
UFC Fight Night: Holloway vs. Allen,Ion Cutelaba,Tanner Boser,1.81,2.1,favourite
UFC Fight Night: Holloway vs. Allen,Chris Gutierrez,Pedro Munhoz,1.5,3.0,underdog
UFC Fight Night: Holloway vs. Allen,Rafa Garcia,Clay Guida,1.36,3.7,favourite
UFC Fight Night: Holloway vs. Allen,Bill Algeo,T.J. Brown,1.5,2.9,favourite
UFC Fight Night: Holloway vs. Allen,Matheus Nicolau,Brandon Royval,1.51,2.75,underdog
UFC Fight Night: Holloway vs. Allen,Zak Cummings,Ed Herman,1.5,2.88,favourite
UFC Fight Night: Holloway vs. Allen,Gillian Robertson,Piera Rodriguez,1.8,2.15,favourite
UFC Fight Night: Holloway vs. Allen,Daniel Zellhuber,Lando Vannata,1.8,2.14,favourite
UFC Fight Night: Holloway vs. Allen,Bruna Brasil,Denise Gomes,1.7,2.33,underdog
UFC Fight Night: Holloway vs. Allen,Gaston Bolanos,Aaron Phillips,1.57,2.65,favourite
UFC Fight Night: Holloway vs. Allen,Lucie Pudilova,Joselyne Edwards,1.75,2.22,underdog
UFC 288,Henry Cejudo,Aljamain Sterling,2.0,2.15,underdog
UFC 288,Gilbert Burns,Belal Muhammad,1.67,2.35,underdog
UFC 288,Jessica Andrade,Yan Xiaonan,1.61,2.52,underdog
UFC 288,Movsar Evloev,Diego Lopes,1.11,7.75,favourite
UFC 288,Charles Jourdain,Kron Gracie,1.65,2.48,favourite
UFC 288,Drew Dober,Matt Frevola,1.47,3.0,underdog
UFC 288,Kennedy Nzechukwu,Devin Clark,1.59,2.63,favourite
UFC 288,Kalinn Williams,Rolando Bedoya,inf,inf,favourite
UFC 288,Marina Alcalde Rodriguez,Virna Jandiroba,1.95,2.1,underdog
UFC 288,Parker Porter,Braxton Smith,1.61,2.55,favourite
UFC 288,Ikram Aliskerov,Phil Hawes,1.56,2.7,favourite
UFC 288,Claudio Ribeiro,Joseph Holmes,1.66,2.5,favourite
UFC Fight Night: Hill vs. Dern,Mackenzie Dern,Angela Hill,1.62,2.4,favourite
UFC Fight Night: Hill vs. Dern,Anthony Hernandez,Edmen Shahbazyan,1.48,2.84,favourite
UFC Fight Night: Hill vs. Dern,Lupita Godinez,Emily Ducote,1.74,2.28,favourite
UFC Fight Night: Hill vs. Dern,Joaquin Buckley,Andre Fialho,1.48,2.94,favourite
UFC Fight Night: Hill vs. Dern,Carlos Diego Ferreira,Michael Johnson,1.74,2.2,favourite
UFC Fight Night: Hill vs. Dern,Viacheslav Borshchev,Hayisaer Maheshate,1.62,2.4,favourite
UFC Fight Night: Hill vs. Dern,Karolina Kowalkiewicz,Vanessa Demopoulos,1.77,2.22,favourite
UFC Fight Night: Hill vs. Dern,Gilbert Urbina,Orion Cosce,1.9,2.02,favourite
UFC Fight Night: Hill vs. Dern,Rodrigo Nascimento Ferreira,Ilir Latifi,1.57,2.66,favourite
UFC Fight Night: Hill vs. Dern,Nick Fiore,Chase Hooper,1.83,2.2,underdog
UFC Fight Night: Hill vs. Dern,Natalia Cristina da Silva,Victoria Leonardo,1.11,6.0,favourite
UFC Fight Night: Hill vs. Dern,Themba Gorimbo,Takashi Sato,1.9,2.2,favourite
UFC Fight Night: Kara-France vs. Albazi,Amir Albazi,Kai Kara-France,1.87,2.15,favourite
UFC Fight Night: Kara-France vs. Albazi,Alex Caceres,Daniel Pineda,1.56,2.8,favourite
UFC Fight Night: Kara-France vs. Albazi,Jim Miller,Jesse Butler,1.42,3.2,favourite
UFC Fight Night: Kara-France vs. Albazi,Tim Elliott,Victor Altamirano,1.6,2.63,favourite
UFC Fight Night: Kara-France vs. Albazi,Karine Silva,Ketlen Souza,1.48,2.85,favourite
UFC Fight Night: Kara-France vs. Albazi,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,1.78,2.1,underdog
UFC Fight Night: Kara-France vs. Albazi,Daniel Santos,Johnny Munoz,1.53,3.0,favourite
UFC Fight Night: Kara-France vs. Albazi,Don'tale Mayes,Andrei Arlovski,1.75,2.2,favourite
UFC Fight Night: Kara-France vs. Albazi,John Castaneda,Muin Gafurov,1.83,2.08,favourite
UFC Fight Night: Kara-France vs. Albazi,Jamie Mullarkey,Muhammadjon Naimov,1.22,4.8,underdog
UFC Fight Night: Kara-France vs. Albazi,Elise Reed,Jinh Yu Frey,1.83,2.25,favourite
UFC Fight Night: Kara-France vs. Albazi,Luan Lacerda,DaMon Blackshear,1.69,2.32,underdog
UFC Fight Night: Kara-France vs. Albazi,Maxim Grishin,Philipe Lins,1.83,2.25,underdog
UFC 289,Amanda Nunes,Irene Aldana,1.33,3.55,favourite
UFC 289,Beneil Dariush,Charles Oliveira,1.7,2.28,underdog
UFC 289,Mike Malott,Adam Fugitt,1.49,2.84,favourite
UFC 289,Dan Ige,Nate Landwehr,1.4,3.25,favourite
UFC 289,Marc-Andre Barriault,Eryk Anders,1.71,2.4,favourite
UFC 289,Nassourdine Imavov,Chris Curtis,1.57,2.6,nan
UFC 289,Miranda Maverick,Jasmine Jasudavicius,1.43,3.35,underdog
UFC 289,Qileng Aori,Aiemann Zahabi,1.83,2.02,underdog
UFC 289,Blake Bilder,Kyle Nelson,1.4,3.3,underdog
UFC 289,David Dvorak,Steve Erceg,1.37,3.4,underdog
UFC 289,Diana Belbita,Maria Oliveira,1.77,2.2,favourite
UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori,Jared Cannonier,1.81,2.2,underdog
UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan,Joaquim Silva,1.1,10.0,favourite
UFC Fight Night: Vettori vs. Cannonier,Christian Duncan,Armen Petrosyan,1.65,2.5,underdog
UFC Fight Night: Vettori vs. Cannonier,Pat Sabatini,Lucas Almeida,1.56,2.63,favourite
UFC Fight Night: Vettori vs. Cannonier,Manuel Torres,Nikolas Motta,1.54,2.75,favourite
UFC Fight Night: Vettori vs. Cannonier,Muslim Salikhov,Nicolas Dalby,1.59,2.65,underdog
UFC Fight Night: Vettori vs. Cannonier,Alessandro Costa,Jimmy Flick,1.36,3.6,favourite
UFC Fight Night: Vettori vs. Cannonier,Christian Quinonez,Kyung Ho Kang,1.74,2.3,underdog
UFC Fight Night: Vettori vs. Cannonier,Denys Bondar,Carlos Hernandez,1.72,2.4,underdog
UFC Fight Night: Vettori vs. Cannonier,Tereza Bleda,Gabriella Fernandes,1.44,3.1,favourite
UFC Fight Night: Vettori vs. Cannonier,Ronnie Lawrence,Dan Argueta,1.53,2.75,nan
UFC Fight Night: Vettori vs. Cannonier,Modestas Bukauskas,Zac Pauga,1.53,2.75,favourite
UFC Fight Night: Emmett vs. Topuria,Ilia Topuria,Josh Emmett,1.3,4.1,favourite
UFC Fight Night: Emmett vs. Topuria,Amanda Ribas,Maycee Barber,1.53,2.7,underdog
UFC Fight Night: Emmett vs. Topuria,Justin Tafa,Austen Lane,1.57,2.7,nan
UFC Fight Night: Emmett vs. Topuria,Gabriel Santos,David Onama,1.48,2.88,underdog
UFC Fight Night: Emmett vs. Topuria,Brendan Allen,Bruno Silva,1.53,2.9,favourite
UFC Fight Night: Emmett vs. Topuria,Neil Magny,Phil Rowe,1.59,2.55,favourite
UFC Fight Night: Emmett vs. Topuria,Randy Brown,Wellington Turman,1.42,3.2,favourite
UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki,Loik Radzhabov,1.87,2.2,favourite
UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci,Gillian Robertson,1.81,2.1,favourite
UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov,Joshua Van,1.5,2.9,underdog
UFC Fight Night: Emmett vs. Topuria,Trevor Peek,Jose Mariscal,1.83,2.35,underdog
UFC Fight Night: Emmett vs. Topuria,Jamall Emmers,Jack Jenkins,1.53,2.75,underdog
UFC Fight Night: Emmett vs. Topuria,Cody Brundage,Sedriques Dumas,1.71,2.5,underdog
UFC Fight Night: Strickland vs. Magomedov,Sean Strickland,Abusupiyan Magomedov,1.67,2.36,favourite
UFC Fight Night: Strickland vs. Magomedov,Damir Ismagulov,Grant Dawson,1.86,2.2,underdog
UFC Fight Night: Strickland vs. Magomedov,Michael Morales,Max Griffin,1.4,3.2,favourite
UFC Fight Night: Strickland vs. Magomedov,Melissa Gatto,Ariane Lipski,1.43,3.05,underdog
UFC Fight Night: Strickland vs. Magomedov,Ismael Bonfim,Benoit Saint-Denis,1.37,3.35,underdog
UFC Fight Night: Strickland vs. Magomedov,Brunno Ferreira,Nursulton Ruziboev,1.45,3.0,underdog
UFC Fight Night: Strickland vs. Magomedov,Rinat Fakhretdinov,Kevin Lee,1.48,2.8,favourite
UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito,Westin Wilson,1.08,10.0,favourite
UFC Fight Night: Strickland vs. Magomedov,Karol Rosa,Yana Santos,1.57,2.7,favourite
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze,Elves Brenner,1.15,6.5,underdog
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic,Luana Carolina,1.56,2.65,underdog
UFC Fight Night: Strickland vs. Magomedov,Alexander Romanov,Blagoy Ivanov,1.75,2.25,favourite
UFC 290,Alex Volkanovski,Yair Rodriguez,1.27,3.9,favourite
UFC 290,Brandon Moreno,Alexandre Pantoja,1.53,2.66,underdog
UFC 290,Robert Whittaker,Dricus Du Plessis,1.3,4.0,underdog
UFC 290,Jalin Turner,Daniel Hooker,1.33,3.45,underdog
UFC 290,Bo Nickal,Valentine Woodburn,1.07,14.0,favourite
UFC 290,Niko Price,Robbie Lawler,1.5,2.85,underdog
UFC 290,Tatsuro Taira,Edgar Chairez,1.12,11.0,favourite
UFC 290,Yazmin Jauregui,Denise Gomes,1.27,4.1,underdog
UFC 290,Jim Crute,Alonzo Menifield,1.72,2.35,underdog
UFC 290,Vitor Petrino,Marcin Prachnio,1.43,3.25,favourite
UFC 290,Cameron Saaiman,Terrence Mitchell,1.18,5.5,favourite
UFC 290,Jesus Santos Aguilar,Shannon Ross,1.72,2.28,favourite
UFC 290,Esteban Ribovics,Kamuela Kirk,1.67,2.45,favourite
UFC Fight Night: Holm vs. Bueno Silva,Holly Holm,Mayra Bueno Silva,1.6,2.5,underdog
UFC Fight Night: Holm vs. Bueno Silva,Jack Della Maddalena,Bassil Hafez,1.18,6.0,favourite
UFC Fight Night: Holm vs. Bueno Silva,Francisco Prado,Ottman Azaitar,1.91,2.0,favourite
UFC Fight Night: Holm vs. Bueno Silva,Jun Yong Park,Albert Duraev,1.71,2.3,favourite
UFC Fight Night: Holm vs. Bueno Silva,Norma Dumont,Chelsea Chandler,1.72,2.3,favourite
UFC Fight Night: Holm vs. Bueno Silva,Nazim Sadykhov,Terrance McKinney,1.67,2.45,favourite
UFC Fight Night: Holm vs. Bueno Silva,Melsik Bagdasaryan,Tucker Lutz,1.68,2.4,favourite
UFC Fight Night: Holm vs. Bueno Silva,Viktoriya Dudakova,Istela Nunes,1.53,2.8,favourite
UFC Fight Night: Holm vs. Bueno Silva,Melquizael Costa,Austin Lingo,1.45,2.95,favourite
UFC Fight Night: Holm vs. Bueno Silva,Evan Elder,Genaro Valdez,1.33,3.5,favourite
UFC Fight Night: Holm vs. Bueno Silva,Azat Maksum,Tyson Nam,1.26,4.5,favourite
UFC Fight Night: Holm vs. Bueno Silva,Alex Munoz,Carl Deaton,1.48,3.0,favourite
UFC Fight Night: Holm vs. Bueno Silva,Ailin Perez,Ashlee Evans-Smith,1.45,3.3,favourite
UFC Fight Night: Aspinall vs. Tybura,Tom Aspinall,Marcin Tybura,1.22,5.2,favourite
UFC Fight Night: Aspinall vs. Tybura,Molly McCann,Julija Stoliarenko,1.5,2.88,underdog
UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood,Andre Fili,1.51,2.88,favourite
UFC Fight Night: Aspinall vs. Tybura,Andre Muniz,Paul Craig,1.45,3.0,underdog
UFC Fight Night: Aspinall vs. Tybura,Fares Ziam,Jai Herbert,1.67,2.5,favourite
UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy,Joshua Culibao,1.71,2.35,favourite
UFC Fight Night: Aspinall vs. Tybura,Daniel Marcos,Davey Grant,1.74,2.3,favourite
UFC Fight Night: Aspinall vs. Tybura,Danny Roberts,Jonny Parsons,1.75,2.3,underdog
UFC Fight Night: Aspinall vs. Tybura,Joel Alvarez,Marc Diakiese,1.53,2.85,favourite
UFC Fight Night: Aspinall vs. Tybura,Jamal Pogues,Michael Parkin,1.74,2.34,underdog
UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov,Bryan Barberena,1.31,4.0,favourite
UFC Fight Night: Aspinall vs. Tybura,Ketlen Vieira,Pannie Kianzad,1.68,2.4,favourite
UFC Fight Night: Aspinall vs. Tybura,Chris Duncan (2),Yanal Ashmoz,1.77,2.26,favourite
UFC Fight Night: Aspinall vs. Tybura,Bruna Brasil,Shauna Bannon,1.7,2.25,favourite
UFC Fight Night: Aspinall vs. Tybura,Jafel Filho,Daniel Barez,1.95,2.0,favourite
UFC 291,Dustin Poirier,Justin Gaethje,1.67,2.35,underdog
UFC 291,Jan Blachowicz,Alex Pereira,1.95,2.05,underdog
UFC 291,Marcos Rogerio de Lima,Derrick Lewis,1.5,2.85,underdog
UFC 291,Bobby Green,Tony Ferguson,1.29,4.0,favourite
UFC 291,Kevin Holland,Michael Chiesa,1.74,2.3,favourite
UFC 291,Gabriel Bonfim,Trevin Giles,1.3,3.95,favourite
UFC 291,Carlos Vergara,Vinicius Salvador,1.67,2.5,favourite
UFC 291,Roman Kopylov,Claudio Ribeiro,1.48,3.0,favourite
UFC 291,Jake Matthews,Darrius Flowers,1.4,3.4,favourite
UFC 291,Matt Semelsberger,Uros Medic,1.5,2.85,underdog
UFC 291,Miranda Maverick,Priscila Cachoeira,1.36,3.5,favourite
UFC Fight Night: Luque vs. Dos Anjos,Rafael dos Anjos,Vicente Luque,1.87,2.05,underdog
UFC Fight Night: Luque vs. Dos Anjos,Hakeem Dawodu,Cub Swanson,1.44,2.9,underdog
UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree,Chris Daukaus,1.57,2.63,favourite
UFC Fight Night: Luque vs. Dos Anjos,Iasmin Lucindo,Polyana Viana,1.54,2.63,favourite
UFC Fight Night: Luque vs. Dos Anjos,Tafon Nchukwi,AJ Dobson,1.7,2.25,underdog
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd,Jamie Pickett,1.3,3.85,favourite
UFC Fight Night: Luque vs. Dos Anjos,Marcus McGhee,J.P. Buys,1.29,4.0,favourite
UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney,Mike Breeden,1.37,3.4,favourite
UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall,Isaac Dulgarian,1.62,2.4,underdog
UFC Fight Night: Luque vs. Dos Anjos,Martin Buday,Josh Parisian,1.51,2.85,favourite
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim,Montserrat Ruiz,1.4,3.05,favourite
UFC Fight Night: Luque vs. Dos Anjos,DaMon Blackshear,Jose Johnson,inf,inf,favourite
UFC Fight Night: Luque vs. Dos Anjos,Luana Santos,Juliana Miller,1.68,2.28,favourite
UFC Fight Night: Holloway vs. Jung,Max Holloway,Chan Sung Jung,1.15,6.5,favourite
UFC Fight Night: Holloway vs. Jung,Ryan Spann,Anthony Smith,1.67,2.25,underdog
UFC Fight Night: Holloway vs. Jung,Giga Chikadze,Alex Caceres,1.44,2.9,favourite
UFC Fight Night: Holloway vs. Jung,Rinya Nakamura,Fernando Garcia,1.14,6.0,favourite
UFC Fight Night: Holloway vs. Jung,Erin Blanchfield,Taila Santos,1.77,2.15,favourite
UFC Fight Night: Holloway vs. Jung,Junior Tafa,Parker Porter,inf,inf,favourite
UFC Fight Night: Holloway vs. Jung,Waldo Cortes-Acosta,Lukasz Brzeski,inf,inf,favourite
UFC Fight Night: Holloway vs. Jung,Garrett Armfield,Toshiomi Kazama,1.62,2.5,favourite
UFC Fight Night: Holloway vs. Jung,Michal Oleksiejczuk,Chidi Njokuani,1.83,2.0,favourite
UFC Fight Night: Holloway vs. Jung,Rolando Bedoya,Kenan Song,1.43,3.05,underdog
UFC Fight Night: Holloway vs. Jung,Yusaku Kinoshita,Billy Goff,1.62,2.35,underdog
UFC Fight Night: Holloway vs. Jung,J.J. Aldrich,Na Liang,1.17,5.8,favourite
UFC Fight Night: Holloway vs. Jung,Seung Woo Choi,Jarno Errens,1.42,3.0,favourite
UFC 293,Israel Adesanya,Sean Strickland,1.22,5.8,underdog
UFC 293,Alexander Volkov,Tai Tuivasa,1.41,3.05,favourite
UFC 293,Manel Kape,Felipe Dos Santos,1.24,4.23,favourite
UFC 293,Justin Tafa,Austen Lane,1.48,2.9,favourite
UFC 293,Anton Turkalj,Tyson Pedro,1.95,2.0,underdog
UFC 293,Carlos Ulberg,Da Un Jung,1.35,3.2,favourite
UFC 293,Jack Jenkins,Jose Mariscal,1.49,2.7,underdog
UFC 293,Jamie Mullarkey,John Makdessi,1.4,3.15,favourite
UFC 293,Nasrat Haqparast,Landon Quiñones,1.2,4.75,favourite
UFC 293,Charlie Radtke,Mike Mathetha,1.4,3.7,favourite
UFC 293,Shane Young,Gabriel Miranda,1.62,2.45,underdog
UFC 293,Kevin Jousset,Kiefer Crosbie,1.65,2.45,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Valentina Shevchenko,Alexa Grasso,1.67,2.88,nan
UFC Fight Night: Grasso vs. Shevchenko II,Jack Della Maddalena,Kevin Holland,1.98,2.0,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Raul Rosas Jr,Terrence Mitchell,1.13,6.5,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Daniel Zellhuber,Christos Giagos,1.4,3.1,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Fernando Padilla,Kyle Nelson,1.4,3.15,underdog
UFC Fight Night: Grasso vs. Shevchenko II,Lupita Godinez,Elise Reed,1.24,4.4,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Roman Kopylov,Josh Fremd,1.24,4.0,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Edgar Chairez,Daniel Lacerda,1.45,2.85,nan
UFC Fight Night: Grasso vs. Shevchenko II,Tracy Cortez,Jasmine Jasudavicius,1.93,2.1,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Charlie Campbell,Alex Reyes,1.18,5.0,favourite
UFC Fight Night: Grasso vs. Shevchenko II,Josefine Knutsson,Marnic Mann,1.14,6.0,favourite
UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev,Mateusz Gamrot,1.62,2.4,underdog
UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell,Dan Ige,1.5,2.7,favourite
UFC Fight Night: Fiziev vs. Gamrot,Marina Alcalde Rodriguez,Michelle Waterson,1.33,3.55,favourite
UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle,A.J. Fletcher,1.56,2.5,favourite
UFC Fight Night: Fiziev vs. Gamrot,Charles Jourdain,Ricardo Ramos,1.7,2.2,favourite
UFC Fight Night: Fiziev vs. Gamrot,Dan Argueta,Miles Johns,1.58,2.46,underdog
UFC Fight Night: Fiziev vs. Gamrot,Andre Fialho,Tim Means,1.57,2.5,underdog
UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun,Cody Brundage,1.17,5.25,underdog
UFC Fight Night: Fiziev vs. Gamrot,Mohammed Usman,Jake Collier,1.82,2.02,favourite
UFC Fight Night: Fiziev vs. Gamrot,Mizuki Inoue,Hannah Goldy,1.3,3.7,favourite
UFC Fight Night: Fiziev vs. Gamrot,Tamires Vidal,Montserrat Rendon,1.44,2.8,underdog
UFC Fight Night: Dawson vs. Green,Grant Dawson,Bobby Green,1.29,4.75,underdog
UFC Fight Night: Dawson vs. Green,Joe Pyfer,Abdul Razak Alhassan,1.29,4.7,favourite
UFC Fight Night: Dawson vs. Green,Joaquin Buckley,Alex Morono,1.57,2.64,favourite
