event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC Fight Night: Santos vs. Ankalaev,Kris Moutinho,Guido Cannetti,1.67,2.45,underdog
UFC Fight Night: Santos vs. Ankalaev,Azamat Murzakanov,Tafon Nchukwi,1.56,2.87,favourite
UFC Fight Night: Volkov vs. Aspinall,Tom Aspinall,Alexander Volkov,1.85,2.2,favourite
UFC Fight Night: Volkov vs. Aspinall,Arnold Allen,Daniel Hooker,1.97,2.0,favourite
UFC Fight Night: Volkov vs. Aspinall,Paddy Pimblett,Rodrigo Vargas,1.18,6.25,favourite
UFC Fight Night: Volkov vs. Aspinall,Gunnar Nelson,Takashi Sato,1.2,6.0,favourite
UFC Fight Night: Volkov vs. Aspinall,Molly McCann,Luana Carolina,1.71,2.44,favourite
UFC Fight Night: Volkov vs. Aspinall,Ilia Topuria,Jai Herbert,1.18,5.5,favourite
UFC Fight Night: Volkov vs. Aspinall,Mike Grundy,Makwan Amirkhani,1.44,3.55,underdog
UFC Fight Night: Volkov vs. Aspinall,Sergey Pavlovich,Shamil Abdurakhimov,1.31,3.95,favourite
UFC Fight Night: Volkov vs. Aspinall,Nikita Krylov,Paul Craig,1.53,2.91,underdog
UFC Fight Night: Volkov vs. Aspinall,Jack Shore,Timur Valiev,1.9,2.2,favourite
UFC Fight Night: Volkov vs. Aspinall,Cory McKenna,Elise Reed,1.36,3.85,underdog
UFC Fight Night: Volkov vs. Aspinall,Muhammad Mokaev,Cody Durden,1.2,5.5,favourite
UFC 273,Alex Volkanovski,Chan Sung Jung,1.18,6.0,favourite
UFC 273,Petr Yan,Aljamain Sterling,1.27,4.5,underdog
UFC 273,Khamzat Chimaev,Gilbert Burns,1.2,5.25,favourite
UFC 273,Mackenzie Dern,Tecia Torres,1.87,2.1,favourite
UFC 273,Vinc Pichel,Mark O. Madsen,1.95,2.12,underdog
UFC 273,Ian Garry,Darian Weeks,1.28,4.75,favourite
UFC 273,Anthony Hernandez,Josh Fremd,1.58,2.65,favourite
UFC 273,Raquel Pennington,Aspen Ladd,1.65,2.5,favourite
UFC 273,Mike Malott,Mickey Gall,1.65,2.5,favourite
UFC 273,Jared Vanderaa,Aleksei Oleinik,1.77,2.35,underdog
UFC 273,Piera Rodriguez,Kay Hansen,1.86,2.1,favourite
UFC 273,Julio Arce,Daniel Santos,1.57,2.9,favourite
UFC Fight Night: Luque vs. Muhammad II,Vicente Luque,Belal Muhammad,1.62,2.7,underdog
UFC Fight Night: Luque vs. Muhammad II,Gadzhi Omargadzhiev,Caio Borralho,1.83,2.1,underdog
UFC Fight Night: Luque vs. Muhammad II,Miguel Baeza,Andre Fialho,1.62,2.62,underdog
UFC Fight Night: Luque vs. Muhammad II,Mayra Bueno Silva,Yanan Wu,1.21,6.0,favourite
UFC Fight Night: Luque vs. Muhammad II,Pat Sabatini,T.J. Laramie,1.2,5.75,favourite
UFC Fight Night: Luque vs. Muhammad II,Mounir Lazzez,Ange Loosa,1.53,2.8,favourite
UFC Fight Night: Luque vs. Muhammad II,Devin Clark,William Knight,1.61,2.6,favourite
UFC Fight Night: Luque vs. Muhammad II,Pannie Kianzad,Lina Lansberg,1.24,5.5,favourite
UFC Fight Night: Luque vs. Muhammad II,Drakkar Klose,Brandon Jenkins,1.19,6.0,favourite
UFC Fight Night: Luque vs. Muhammad II,Jesse Ronson,Rafa Garcia,1.81,2.4,underdog
UFC Fight Night: Luque vs. Muhammad II,Martin Buday,Chris Barnett,1.4,3.8,favourite
UFC Fight Night: Luque vs. Muhammad II,Jordan Leavitt,Trey Ogden,inf,inf,favourite
UFC Fight Night: Luque vs. Muhammad II,Istela Nunes,Sam Hughes,1.44,3.2,underdog
UFC Fight Night: Luque vs. Muhammad II,Heili Alateng,Kevin Croom,1.61,2.55,favourite
UFC Fight Night: Błachowicz vs. Rakić,Aleksandar Rakic,Jan Blachowicz,1.49,2.75,underdog
UFC Fight Night: Błachowicz vs. Rakić,Ion Cutelaba,Ryan Spann,1.39,3.15,underdog
UFC Fight Night: Błachowicz vs. Rakić,Davey Grant,Louis Smolka,1.36,3.45,favourite
UFC Fight Night: Błachowicz vs. Rakić,Katlyn Chookagian,Amanda Ribas,1.58,2.65,favourite
UFC Fight Night: Błachowicz vs. Rakić,Manuel Torres,Frank Camacho,1.8,2.15,favourite
UFC Fight Night: Błachowicz vs. Rakić,Jake Hadley,Allan Nascimento,1.5,2.8,underdog
UFC Fight Night: Błachowicz vs. Rakić,Andrea Lee,Viviane Araujo,1.82,2.15,underdog
UFC Fight Night: Błachowicz vs. Rakić,Michael Johnson,Alan Patrick,1.68,2.43,favourite
UFC Fight Night: Błachowicz vs. Rakić,Virna Jandiroba,Angela Hill,1.53,2.85,favourite
UFC Fight Night: Błachowicz vs. Rakić,Tatsuro Taira,Carlos Candelario,1.33,3.8,favourite
UFC Fight Night: Błachowicz vs. Rakić,Nick Maximov,Andre Petroski,1.29,4.7,underdog
UFC Fight Night: Holm vs. Vieira,Holly Holm,Ketlen Vieira,1.45,3.0,underdog
UFC Fight Night: Holm vs. Vieira,Michel Pereira,Santiago Ponzinibbio,1.77,2.25,favourite
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani,Dusko Todorovic,inf,inf,favourite
UFC Fight Night: Holm vs. Vieira,Tabatha Ricci,Polyana Viana,1.79,2.15,favourite
UFC Fight Night: Holm vs. Vieira,Jun Yong Park,Eryk Anders,1.54,2.75,favourite
UFC Fight Night: Holm vs. Vieira,Joseph Holmes,Alen Amedovski,1.56,2.87,favourite
UFC Fight Night: Holm vs. Vieira,Jailton Junior,Parker Porter,inf,inf,favourite
UFC Fight Night: Holm vs. Vieira,Omar Morales,Uros Medic,1.8,2.25,underdog
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez,Vincent Morales,1.41,3.3,favourite
UFC Fight Night: Holm vs. Vieira,Felipe Colares,Chase Hooper,1.71,2.62,underdog
UFC Fight Night: Holm vs. Vieira,Elise Reed,Sam Hughes,1.79,2.32,underdog
UFC 275,Jiri Prochazka,Glover Teixeira,1.51,2.88,favourite
UFC 275,Valentina Shevchenko,Taila Santos,1.2,6.5,favourite
UFC 275,Weili Zhang,Joanna Jedrzejczyk,1.65,2.5,favourite
UFC 275,Jake Matthews,Andre Fialho,2.0,2.02,favourite
UFC 275,Jack Della Maddalena,Ramazan Emeev,1.59,2.62,favourite
UFC 275,Seung Woo Choi,Joshua Culibao,1.48,2.94,underdog
UFC 275,Steve Garcia,Hayisaer Maheshate,1.57,2.85,underdog
UFC 275,Brendan Allen,Jacob Malkoun,1.37,3.6,favourite
UFC 275,Danaa Batgerel,Kyung Ho Kang,2.05,2.1,underdog
UFC 275,Na Liang,Silvana Gomez Juarez,1.9,2.1,underdog
UFC 275,Joselyne Edwards,Ramona Pascual,1.61,2.5,favourite
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar,Josh Emmett,1.42,3.35,underdog
UFC Fight Night: Kattar vs. Emmett,Kevin Holland,Tim Means,1.32,3.85,favourite
UFC Fight Night: Kattar vs. Emmett,Albert Duraev,Joaquin Buckley,1.5,2.95,underdog
UFC Fight Night: Kattar vs. Emmett,Damir Ismagulov,Guram Kutateladze,1.51,2.9,favourite
UFC Fight Night: Kattar vs. Emmett,Gregory Rodrigues,Julian Marquez,1.65,2.5,favourite
UFC Fight Night: Kattar vs. Emmett,Adrian Yanez,Tony Kelley,1.36,3.7,favourite
UFC Fight Night: Kattar vs. Emmett,Jasmine Jasudavicius,Natalia Cristina da Silva,1.42,3.2,underdog
UFC Fight Night: Kattar vs. Emmett,Jeremiah Wells,Court McGee,2.0,3.05,favourite
UFC Fight Night: Kattar vs. Emmett,Ricardo Ramos,Danny Chavez,1.34,3.85,favourite
UFC Fight Night: Kattar vs. Emmett,Gloria de Paula,Maria Oliveira,1.39,3.6,underdog
UFC Fight Night: Kattar vs. Emmett,Cody Stamann,Eddie Wineland,1.17,7.0,favourite
UFC Fight Night: Kattar vs. Emmett,Phil Hawes,Deron Winn,1.4,3.3,favourite
UFC Fight Night: Kattar vs. Emmett,Kyle Daukaus,Roman Dolidze,1.42,3.4,underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Arman Tsarukyan,Mateusz Gamrot,1.43,3.25,underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Shavkat Rakhmonov,Neil Magny,1.23,5.0,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Josh Parisian,Alan Baudot,1.9,2.16,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Thiago Moises,Christos Giagos,1.44,3.2,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Umar Nurmagomedov,Nathan Maness,1.11,8.0,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Chris Curtis,Rodolfo Vieira,1.93,2.1,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Tafon Nchukwi,Carlos Ulberg,1.74,2.35,underdog
UFC Fight Night: Tsarukyan vs. Gamrot,T.J. Brown,Yilan Sha,1.5,2.87,underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Sergey Morozov,Raulian Paiva,1.65,2.45,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,J.P. Buys,Cody Durden,1.93,2.0,underdog
UFC Fight Night: Tsarukyan vs. Gamrot,Mario Bautista,Brian Kelleher,1.57,2.75,favourite
UFC Fight Night: Tsarukyan vs. Gamrot,Jinh Yu Frey,Vanessa Demopoulos,1.45,3.0,underdog
UFC 276,Israel Adesanya,Jared Cannonier,1.2,5.6,favourite
UFC 276,Alex Volkanovski,Max Holloway,1.57,2.72,favourite
UFC 276,Sean Strickland,Alex Pereira,1.85,2.14,underdog
UFC 276,Bryan Barberena,Robbie Lawler,2.0,2.02,favourite
UFC 276,Sean O'Malley,Pedro Munhoz,1.34,3.6,nan
UFC 276,Jalin Turner,Brad Riddell,1.67,2.4,favourite
UFC 276,Jim Miller,Donald Cerrone,1.57,2.65,favourite
UFC 276,Ian Garry,Gabriel Green,inf,inf,favourite
UFC 276,Dricus Du Plessis,Brad Tavares,1.62,2.6,favourite
UFC 276,Andre Muniz,Urijah Hall,inf,inf,favourite
UFC 276,Maycee Barber,Jessica Eye,1.33,3.75,favourite
UFC 276,Jessica-Rose Clark,Julija Stoliarenko,1.69,2.35,underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Rafael Fiziev,Rafael dos Anjos,1.5,2.84,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Caio Borralho,Armen Petrosyan,1.44,3.3,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Said Nurmagomedov,Douglas Silva de Andrade,1.22,4.8,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Jared Vanderaa,Chase Sherman,1.48,2.98,underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Ricky Turcios,Aiemann Zahabi,1.51,3.1,underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Jamie Mullarkey,Michael Johnson,1.44,2.95,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Tresean Gore,Cody Brundage,1.8,2.4,underdog
UFC Fight Night: Dos Anjos vs. Fiziev,Antonina Shevchenko,Cortney Casey,1.58,2.57,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,David Onama,Garrett Armfield,1.13,7.1,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Kennedy Nzechukwu,Karl Roberson,1.63,2.46,favourite
UFC Fight Night: Dos Anjos vs. Fiziev,Ronnie Lawrence,Saidyokub Kakhramonov,1.83,2.12,underdog
UFC Fight Night: Ortega vs. Rodriguez,Brian Ortega,Yair Rodriguez,1.57,2.7,underdog
UFC Fight Night: Ortega vs. Rodriguez,Amanda Lemos,Michelle Waterson,1.33,3.65,favourite
UFC Fight Night: Ortega vs. Rodriguez,Muslim Salikhov,Li Jingliang,1.7,2.36,underdog
UFC Fight Night: Ortega vs. Rodriguez,Su Mudaerji,Matt Schnell,1.38,3.25,underdog
UFC Fight Night: Ortega vs. Rodriguez,Shane Burgos,Charles Jourdain,1.6,2.6,favourite
UFC Fight Night: Ortega vs. Rodriguez,Miesha Tate,Lauren Murphy,1.5,2.8,underdog
UFC Fight Night: Ortega vs. Rodriguez,Punahele Soriano,Dalcha Lungiambula,1.44,3.3,favourite
UFC Fight Night: Ortega vs. Rodriguez,Jack Shore,Ricky Simon,1.59,2.64,underdog
UFC Fight Night: Ortega vs. Rodriguez,Bill Algeo,Herbert Burns,1.5,2.85,favourite
UFC Fight Night: Ortega vs. Rodriguez,Da Un Jung,Dustin Jacoby,1.83,2.2,underdog
UFC Fight Night: Ortega vs. Rodriguez,Dustin Stoltzfus,Dwight Grant,1.83,2.25,favourite
UFC Fight Night: Ortega vs. Rodriguez,Emily Ducote,Jessica Penne,1.65,2.54,favourite
UFC Fight Night: Blaydes vs. Aspinall,Tom Aspinall,Curtis Blaydes,1.74,2.35,underdog
UFC Fight Night: Blaydes vs. Aspinall,Jack Hermansson,Chris Curtis,1.95,1.96,favourite
UFC Fight Night: Blaydes vs. Aspinall,Paddy Pimblett,Jordan Leavitt,1.41,3.5,favourite
UFC Fight Night: Blaydes vs. Aspinall,Nikita Krylov,Alexander Gustafsson,1.53,2.8,favourite
UFC Fight Night: Blaydes vs. Aspinall,Molly McCann,Hannah Goldy,1.25,5.0,favourite
UFC Fight Night: Blaydes vs. Aspinall,Volkan Oezdemir,Paul Craig,1.75,2.32,favourite
UFC Fight Night: Blaydes vs. Aspinall,Mason Jones,Ludovit Klein,1.26,4.7,underdog
UFC Fight Night: Blaydes vs. Aspinall,Marc Diakiese,Damir Hadzovic,1.29,4.5,favourite
UFC Fight Night: Blaydes vs. Aspinall,Nathaniel Wood,Charles Rosa,1.19,5.5,favourite
UFC Fight Night: Blaydes vs. Aspinall,Jonathan Pearce,Makwan Amirkhani,1.69,2.65,favourite
UFC Fight Night: Blaydes vs. Aspinall,Muhammad Mokaev,Charles Johnson,1.24,5.1,favourite
UFC Fight Night: Blaydes vs. Aspinall,Jai Herbert,Kyle Nelson,1.37,3.48,favourite
UFC Fight Night: Blaydes vs. Aspinall,Mandy Bohm,Victoria Leonardo,1.91,2.0,underdog
UFC Fight Night: Blaydes vs. Aspinall,Nicolas Dalby,Claudio Silva,1.49,3.05,favourite
UFC 277,Amanda Nunes,Julianna Pena,1.41,3.3,favourite
UFC 277,Brandon Moreno,Kai Kara-France,1.5,2.8,favourite
UFC 277,Sergey Pavlovich,Derrick Lewis,2.02,2.35,favourite
UFC 277,Alexandre Pantoja,Alex Perez,1.64,2.7,favourite
UFC 277,Magomed Ankalaev,Anthony Smith,1.21,5.6,favourite
UFC 277,Matt Semelsberger,Alex Morono,1.62,2.65,underdog
UFC 277,Drew Dober,Rafael Alves,1.61,2.9,favourite
UFC 277,Don'tale Mayes,Hamdy Abdelwahab,1.87,2.95,underdog
UFC 277,Drakkar Klose,Rafa Garcia,1.5,2.87,favourite
UFC 277,Michael Morales,Adam Fugitt,1.17,6.0,favourite
UFC 277,Joselyne Edwards,Ji Yeon Kim,1.83,2.15,favourite
UFC 277,Ihor Potieria,Nick Negumereanu,2.2,2.37,underdog
UFC 277,Orion Cosce,Mike Mathetha,1.5,2.75,favourite
UFC Fight Night: Santos vs. Hill,Jamahal Hill,Thiago Santos,1.38,3.85,favourite
UFC Fight Night: Santos vs. Hill,Vicente Luque,Geoff Neal,1.62,2.8,underdog
UFC Fight Night: Santos vs. Hill,Zac Pauga,Mohammed Usman,1.36,3.4,underdog
UFC Fight Night: Santos vs. Hill,Juliana Miller,Brogan Walker,1.74,2.2,favourite
UFC Fight Night: Santos vs. Hill,Sergey Spivak,Augusto Sakai,1.45,3.8,favourite
UFC Fight Night: Santos vs. Hill,Terrance McKinney,Erick Gonzalez,1.12,8.5,favourite
UFC Fight Night: Santos vs. Hill,Michal Oleksiejczuk,Sam Alvey,1.25,6.2,favourite
UFC Fight Night: Santos vs. Hill,Bryan Battle,Takashi Sato,1.45,3.7,favourite
UFC Fight Night: Santos vs. Hill,Cory McKenna,Miranda Granger,1.53,2.76,favourite
UFC Fight Night: Santos vs. Hill,Mayra Bueno Silva,Stephanie Egger,2.15,2.5,favourite
UFC 278,Kamaru Usman,Leon Edwards,1.32,4.0,underdog
UFC 278,Paulo Costa,Luke Rockhold,1.3,4.1,favourite
UFC 278,Merab Dvalishvili,Jose Aldo,1.8,2.45,favourite
UFC 278,Lucie Pudilova,Yanan Wu,1.72,2.35,favourite
UFC 278,Tyson Pedro,Harry Hunsucker,1.13,7.6,favourite
UFC 278,Alexander Romanov,Marcin Tybura,1.32,4.0,underdog
UFC 278,Jared Gordon,Leonardo Santos,1.38,3.4,favourite
UFC 278,Sean Woodson,Luis Saldana,1.29,4.2,nan
UFC 278,A.J. Fletcher,Ange Loosa,1.62,2.43,underdog
UFC 278,Amir Albazi,Francisco Figueiredo,1.22,5.1,favourite
UFC 278,Qileng Aori,Jay Perrin,1.74,2.15,favourite
UFC 278,Victor Altamirano,Daniel Lacerda,1.65,2.45,favourite
UFC Fight Night: Gane vs. Tuivasa,Ciryl Gane,Tai Tuivasa,1.21,5.25,favourite
UFC Fight Night: Gane vs. Tuivasa,Robert Whittaker,Marvin Vettori,1.5,2.9,favourite
UFC Fight Night: Gane vs. Tuivasa,Nassourdine Imavov,Joaquin Buckley,1.42,3.15,favourite
UFC Fight Night: Gane vs. Tuivasa,Roman Kopylov,Alessio Di Chirico,1.93,2.0,favourite
UFC Fight Night: Gane vs. Tuivasa,William Gomis,Jarno Errens,1.47,3.0,favourite
UFC Fight Night: Gane vs. Tuivasa,Charles Jourdain,Nathaniel Wood,1.71,2.3,underdog
UFC Fight Night: Gane vs. Tuivasa,Abusupiyan Magomedov,Dustin Stoltzfus,1.36,3.55,favourite
UFC Fight Night: Gane vs. Tuivasa,Nasrat Haqparast,John Makdessi,1.44,3.2,favourite
UFC Fight Night: Gane vs. Tuivasa,Michal Figlak,Fares Ziam,1.54,2.83,underdog
UFC Fight Night: Gane vs. Tuivasa,Benoit Saint-Denis,Gabriel Miranda,1.34,3.8,favourite
UFC Fight Night: Gane vs. Tuivasa,Khalid Taha,Christian Quinonez,1.91,2.06,underdog
UFC Fight Night: Gane vs. Tuivasa,Stephanie Egger,Ailin Perez,1.4,3.25,favourite
UFC Fight Night: Sandhagen vs. Song,Cory Sandhagen,Yadong Song,1.51,2.76,favourite
UFC Fight Night: Sandhagen vs. Song,Chidi Njokuani,Gregory Rodrigues,1.81,2.12,underdog
UFC Fight Night: Sandhagen vs. Song,Andre Fili,Bill Algeo,1.8,2.15,favourite
UFC Fight Night: Sandhagen vs. Song,Joe Pyfer,Alen Amedovski,1.2,5.5,favourite
UFC Fight Night: Sandhagen vs. Song,Rodrigo Nascimento Ferreira,Tanner Boser,inf,inf,favourite
UFC Fight Night: Sandhagen vs. Song,Anthony Hernandez,Marc-Andre Barriault,1.5,2.85,favourite
UFC Fight Night: Sandhagen vs. Song,Pat Sabatini,Damon Jackson,1.53,2.85,underdog
UFC Fight Night: Sandhagen vs. Song,Trevin Giles,Louis Cosce,1.5,2.87,favourite
UFC Fight Night: Sandhagen vs. Song,Loma Lookboonmee,Denise Gomes,1.5,2.85,favourite
UFC Fight Night: Sandhagen vs. Song,Daniel Zellhuber,Trey Ogden,1.29,4.75,underdog
UFC Fight Night: Sandhagen vs. Song,Gillian Robertson,Mariya Agapova,1.68,2.35,favourite
UFC Fight Night: Sandhagen vs. Song,Javid Basharat,Tony Gravely,1.64,2.5,favourite
UFC Fight Night: Sandhagen vs. Song,Nikolas Motta,Cameron VanCamp,1.76,2.4,favourite
UFC Fight Night: Dern vs. Yan,Mackenzie Dern,Yan Xiaonan,1.5,2.7,underdog
UFC Fight Night: Dern vs. Yan,Randy Brown,Francisco Trinaldo,1.31,3.8,favourite
UFC Fight Night: Dern vs. Yan,Raoni Barcelos,Trevin Jones,1.4,3.2,favourite
UFC Fight Night: Dern vs. Yan,Sodiq Yusuff,Don Shainis,1.11,8.5,favourite
UFC Fight Night: Dern vs. Yan,Mike Davis,Viacheslav Borshchev,1.57,2.61,favourite
UFC Fight Night: Dern vs. Yan,John Castaneda,Daniel Santos,1.56,2.67,underdog
UFC Fight Night: Dern vs. Yan,Ilir Latifi,Aleksei Oleinik,1.56,2.8,favourite
UFC Fight Night: Dern vs. Yan,Joaquim Silva,Jesse Ronson,1.81,2.2,favourite
UFC Fight Night: Dern vs. Yan,Krzysztof Jotko,Brendan Allen,1.91,2.06,underdog
UFC Fight Night: Dern vs. Yan,Julija Stoliarenko,Chelsea Chandler,1.8,2.13,underdog
UFC Fight Night: Dern vs. Yan,Randy Costa,Guido Cannetti,1.36,3.65,underdog
UFC Fight Night: Grasso vs. Araujo,Alexa Grasso,Viviane Araujo,1.48,2.9,favourite
UFC Fight Night: Grasso vs. Araujo,Jonathan Martinez,Cub Swanson,1.49,2.9,favourite
UFC Fight Night: Grasso vs. Araujo,Dusko Todorovic,Jordan Wright,1.48,2.9,favourite
UFC Fight Night: Grasso vs. Araujo,Victor Henry,Raphael Assuncao,1.26,4.5,underdog
UFC Fight Night: Grasso vs. Araujo,Alonzo Menifield,Misha Cirkunov,1.53,2.8,favourite
UFC Fight Night: Grasso vs. Araujo,Mana Martinez,Brandon Davis,1.7,2.37,favourite
UFC Fight Night: Grasso vs. Araujo,Nick Maximov,Jacob Malkoun,1.77,2.2,underdog
UFC Fight Night: Grasso vs. Araujo,Joanderson Brito,Lucas Alexander,1.28,4.65,favourite
UFC Fight Night: Grasso vs. Araujo,Piera Rodriguez,Sam Hughes,1.6,2.55,favourite
UFC Fight Night: Grasso vs. Araujo,Tatsuro Taira,Carlos Vergara,1.42,3.55,favourite
UFC Fight Night: Grasso vs. Araujo,Pete Rodriguez,Mike Jackson,1.15,6.25,favourite
UFC Fight Night: Kattar vs. Allen,Arnold Allen,Calvin Kattar,1.88,2.15,favourite
UFC Fight Night: Kattar vs. Allen,Max Griffin,Tim Means,1.54,2.66,favourite
UFC Fight Night: Kattar vs. Allen,Waldo Cortes-Acosta,Jared Vanderaa,1.49,2.88,favourite
UFC Fight Night: Kattar vs. Allen,Josh Fremd,Tresean Gore,1.65,2.4,underdog
UFC Fight Night: Kattar vs. Allen,Dustin Jacoby,Khalil Rountree,1.57,2.62,underdog
UFC Fight Night: Kattar vs. Allen,Phil Hawes,Roman Dolidze,1.57,2.63,underdog
UFC Fight Night: Kattar vs. Allen,Marcos Rogerio de Lima,Andrei Arlovski,1.4,3.15,favourite
UFC Fight Night: Kattar vs. Allen,Jun Yong Park,Joseph Holmes,1.5,2.94,favourite
UFC Fight Night: Kattar vs. Allen,Chase Hooper,Steve Garcia,1.33,3.75,underdog
UFC Fight Night: Kattar vs. Allen,Carlos Mota,Cody Durden,1.65,2.45,underdog
UFC Fight Night: Kattar vs. Allen,Christian Rodriguez,Joshua Weems,1.25,4.5,favourite
UFC Fight Night: Rodriguez vs. Lemos,Marina Alcalde Rodriguez,Amanda Lemos,1.44,3.22,underdog
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny,Daniel Rodriguez,1.91,2.0,favourite
UFC Fight Night: Rodriguez vs. Lemos,Yilan Sha,Darrick Minner,1.33,4.3,favourite
UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov,Nathan Maness,1.44,3.11,favourite
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson,Mark O. Madsen,1.5,2.9,favourite
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick,Shanna Young,1.14,8.25,favourite
UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista,Benito Lopez,1.3,4.5,favourite
UFC Fight Night: Rodriguez vs. Lemos,Polyana Viana,Jinh Yu Frey,1.74,2.25,favourite
UFC Fight Night: Rodriguez vs. Lemos,Johnny Munoz,Liudvik Sholinian,1.4,3.0,favourite
UFC Fight Night: Rodriguez vs. Lemos,Jake Hadley,Carlos Candelario,1.38,3.35,favourite
UFC Fight Night: Rodriguez vs. Lemos,Tamires Vidal,Ramona Pascual,1.95,2.1,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu,Ion Cutelaba,1.58,2.7,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Waldo Cortes-Acosta,Chase Sherman,1.44,3.1,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Muslim Salikhov,Andre Fialho,1.95,2.0,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena,Danny Roberts,1.17,9.0,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson,Zhalgas Zhumagulov,1.61,2.52,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Maryna Moroz,Jennifer Maia,1.67,2.63,underdog
UFC Fight Night: Nzechukwu vs. Cutelaba,Miles Johns,Vincent Morales,1.59,2.5,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios,Kevin Natividad,1.62,2.71,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos,Maria Oliveira,1.95,1.98,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand,Fernando Garcia,1.58,2.63,favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Cristina da Silva,Tereza Bleda,1.61,2.43,favourite
UFC Fight Night: Thompson vs. Holland,Kevin Holland,Stephen Thompson,1.62,2.69,underdog
UFC Fight Night: Thompson vs. Holland,Rafael dos Anjos,Bryan Barberena,1.25,4.8,favourite
UFC Fight Night: Thompson vs. Holland,Matheus Nicolau,Matt Schnell,1.26,4.2,favourite
UFC Fight Night: Thompson vs. Holland,Sergey Pavlovich,Tai Tuivasa,1.59,2.7,favourite
UFC Fight Night: Thompson vs. Holland,Jack Hermansson,Roman Dolidze,1.5,2.95,underdog
UFC Fight Night: Thompson vs. Holland,Kyle Daukaus,Eryk Anders,1.44,3.2,underdog
UFC Fight Night: Thompson vs. Holland,Phil Rowe,Niko Price,2.0,2.05,favourite
UFC Fight Night: Thompson vs. Holland,Emily Ducote,Angela Hill,1.77,2.4,underdog
UFC Fight Night: Thompson vs. Holland,Scott Holtzman,Clay Guida,1.56,2.98,underdog
UFC Fight Night: Thompson vs. Holland,Marc Diakiese,Michael Johnson,1.3,4.2,underdog
UFC Fight Night: Thompson vs. Holland,Jonathan Pearce,Darren Elkins,1.21,5.6,favourite
UFC Fight Night: Thompson vs. Holland,Natan Levy,Genaro Valdez,inf,inf,favourite
UFC Fight Night: Thompson vs. Holland,Francis Marshall,Marcelo Rojo,1.61,2.63,favourite
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui,Istela Nunes,1.32,3.85,favourite
UFC 282,Magomed Ankalaev,Jan Blachowicz,1.3,3.75,nan
UFC 282,Paddy Pimblett,Jared Gordon,1.43,3.25,favourite
UFC 282,Santiago Ponzinibbio,Alex Morono,1.7,2.5,favourite
UFC 282,Dricus Du Plessis,Darren Till,1.55,2.8,favourite
UFC 282,Ilia Topuria,Bryce Mitchell,1.7,2.2,favourite
UFC 282,Raul Rosas Jr,Jay Perrin,1.4,2.9,favourite
UFC 282,Jairzinho Rozenstruik,Chris Daukaus,1.61,2.55,favourite
UFC 282,Edmen Shahbazyan,Dalcha Lungiambula,1.34,3.8,favourite
UFC 282,Joaquin Buckley,Chris Curtis,1.61,2.6,underdog
UFC 282,Billy Quarantillo,Alexander Hernandez,1.61,2.6,favourite
UFC 282,Erik Silva,T.J. Brown,2.0,2.0,underdog
UFC 282,Cameron Saaiman,Steven Koslow,1.36,3.75,favourite
UFC Fight Night: Cannonier vs. Strickland,Jared Cannonier,Sean Strickland,1.91,2.04,favourite
UFC Fight Night: Cannonier vs. Strickland,Arman Tsarukyan,Damir Ismagulov,1.53,2.8,favourite
