event_date,weight_class,fighter1,fighter2,outcome
2013-01-26,Welterweight,Pascal Krauss,Mike Stumpf,fighter1
2013-01-26,Light Heavyweight,Ryan Bader,Vladimir Matyushenko,fighter1
2013-01-26,Heavyweight,Shawn Jordan,Mike Russow,fighter1
2013-01-26,Middleweight,Rafael Natal,Sean Spencer,fighter1
2013-01-26,Welterweight,David Mitchell,Simeon Thoresen,fighter1
2013-01-19,Middleweight,Vitor Belfort,Michael Bisping,fighter1
2013-01-19,Middleweight,CB Dollaway,Daniel Sarafian,fighter1
2013-01-19,Heavyweight,Gabriel Gonzaga,Ben Rothwell,fighter1
2013-01-19,Lightweight,Khabib Nurmagomedov,Thiago Tavares,fighter1
2013-01-19,Featherweight,Godofredo Pepey,Milton Vieira,fighter1
2013-01-19,Middleweight,Ronny Markes,Andrew Craig,fighter1
2013-01-19,Featherweight,Nik Lentz,Diego Nunes,fighter1
2013-01-19,Lightweight,Edson Barboza,Lucas Martins,fighter1
2013-01-19,Bantamweight,Iuri Alcantara,Pedro Nobre,No contest
2013-01-19,Light Heavyweight,Ildemar Alcantara,Wagner Prado,fighter1
2013-01-19,Lightweight,Francisco Trinaldo,CJ Keith,fighter1
2012-12-29,Heavyweight,Cain Velasquez,Junior Dos Santos,fighter1
2012-12-29,Lightweight,Jim Miller,Joe Lauzon,fighter1
2012-12-29,Middleweight,Constantinos Philippou,Tim Boetsch,fighter1
2012-12-29,Middleweight,Yushin Okami,Alan Belcher,fighter1
2012-12-29,Middleweight,Derek Brunson,Chris Leben,fighter1
2012-12-29,Bantamweight,Eddie Wineland,Brad Pickett,fighter1
2012-12-29,Bantamweight,Erik Perez,Byron Bloodworth,fighter1
2012-12-29,Lightweight,Jamie Varner,Melvin Guillard,fighter1
2012-12-29,Lightweight,Myles Jury,Michael Johnson,fighter1
2012-12-29,Heavyweight,Todd Duffee,Philip De Fries,fighter1
2012-12-29,Featherweight,Max Holloway,Leonard Garcia,fighter1
2012-12-29,Flyweight,John Moraga,Chris Cariaso,fighter1
2012-12-15,Heavyweight,Roy Nelson,Matt Mitrione,fighter1
2012-12-15,Welterweight,Colton Smith,Mike Ricci,fighter1
2012-12-15,Heavyweight,Pat Barry,Shane del Rosario,fighter1
2012-12-15,Featherweight,Dustin Poirier,Jonathan Brookins,fighter1
2012-12-15,Welterweight,Mike Pyle,James Head,fighter1
2012-12-15,Bantamweight,Johnny Bedford,Marcos Vinicius,fighter1
2012-12-15,Lightweight,Rustam Khabilov,Vinc Pichel,fighter1
2012-12-15,Welterweight,TJ Waldburger,Nick Catone,fighter1
2012-12-15,Bantamweight,Hugo Viana,Reuben Duran,fighter1
2012-12-15,Lightweight,Mike Rio,John Cofer,fighter1
2012-12-15,Flyweight,Tim Elliott,Jared Papazian,fighter1
2012-12-14,Lightweight,Ross Pearson,George Sotiropoulos,fighter1
2012-12-14,Welterweight,Robert Whittaker,Brad Scott,fighter1
2012-12-14,Lightweight,Norman Parke,Colin Fletcher,fighter1
2012-12-14,Middleweight,Hector Lombard,Rousimar Palhares,fighter1
2012-12-14,Featherweight,Chad Mendes,Yaotzin Meza,fighter1
2012-12-14,Light Heavyweight,Igor Pokrajac,Joey Beltran,No contest
2012-12-14,Welterweight,Mike Pierce,Seth Baczynski,fighter1
2012-12-14,Welterweight,Ben Alloway,Manuel Rodriguez,fighter1
2012-12-14,Lightweight,Mike Wilkinson,Brendan Loughnane,fighter1
2012-12-14,Light Heavyweight,Cody Donovan,Nick Penner,fighter1
2012-12-08,Lightweight,Benson Henderson,Nate Diaz,fighter1
2012-12-08,Light Heavyweight,Alexander Gustafsson,Mauricio Rua,fighter1
2012-12-08,Welterweight,Rory MacDonald,BJ Penn,fighter1
2012-12-08,Welterweight,Matt Brown,Mike Swick,fighter1
2012-12-08,Lightweight,Yves Edwards,Jeremy Stephens,fighter1
2012-12-08,Bantamweight,Raphael Assuncao,Mike Easton,fighter1
2012-12-08,Lightweight,Ramsey Nijem,Joe Proctor,fighter1
2012-12-08,Lightweight,Daron Cruickshank,Henry Martinez,fighter1
2012-12-08,Lightweight,Abel Trujillo,Marcus LeVesseur,fighter1
2012-12-08,Featherweight,Dennis Siver,Nam Phan,fighter1
2012-12-08,Bantamweight,Scott Jorgensen,John Albert,fighter1
2012-11-17,Welterweight,Georges St-Pierre,Carlos Condit,fighter1
2012-11-17,Welterweight,Johny Hendricks,Martin Kampmann,fighter1
2012-11-17,Middleweight,Francis Carmont,Tom Lawlor,fighter1
2012-11-17,Lightweight,Rafael Dos Anjos,Mark Bocek,fighter1
2012-11-17,Featherweight,Pablo Garza,Mark Hominick,fighter1
2012-11-17,Middleweight,Patrick Cote,Alessio Sakara,fighter1
2012-11-17,Light Heavyweight,Cyrille Diabate,Chad Griggs,fighter1
2012-11-17,Lightweight,John Makdessi,Sam Stout,fighter1
2012-11-17,Featherweight,Antonio Carvalho,Rodrigo Damm,fighter1
2012-11-17,Welterweight,Matthew Riddle,John Maguire,fighter1
2012-11-17,Bantamweight,Ivan Menjivar,Azamat Gashimov,fighter1
2012-11-17,Featherweight,Darren Elkins,Steven Siler,fighter1
2012-11-10,Middleweight,Cung Le,Rich Franklin,fighter1
2012-11-10,Light Heavyweight,Thiago Silva,Stanislav Nedkov,No contest
2012-11-10,Welterweight,Dong Hyun Kim,Paulo Thiago,fighter1
2012-11-10,Lightweight,Takanori Gomi,Mac Danzig,fighter1
2012-11-10,Lightweight,Jon Tuck,Zhang Tiequan,fighter1
2012-11-10,Bantamweight,Takeya Mizugaki,Jeff Hougland,fighter1
2012-11-10,Bantamweight,Alex Caceres,Motonobu Tezuka,fighter1
2012-11-10,Flyweight,John Lineker,Yasuhiro Urushitani,fighter1
2012-11-10,Middleweight,Riki Fukuda,Tom DeBlass,fighter1
2012-10-13,Light Heavyweight,Anderson Silva,Stephan Bonnar,fighter1
2012-10-13,Heavyweight,Antonio Rodrigo Nogueira,Dave Herman,fighter1
2012-10-13,Light Heavyweight,Glover Teixeira,Fabio Maldonado,fighter1
2012-10-13,Welterweight,Jon Fitch,Erick Silva,fighter1
2012-10-13,Light Heavyweight,Phil Davis,Wagner Prado,fighter1
2012-10-13,Welterweight,Demian Maia,Rick Story,fighter1
2012-10-13,Featherweight,Rony Jason,Sam Sicilia,fighter1
2012-10-13,Lightweight,Gleison Tibau,Francisco Trinaldo,fighter1
2012-10-13,Featherweight,Diego Brandao,Joey Gambino,fighter1
2012-10-13,Welterweight,Sergio Moraes,Renee Forte,fighter1
2012-10-13,Middleweight,Chris Camozzi,Luiz Cane,fighter1
2012-10-13,Lightweight,Cristiano Marcello,Reza Madadi,fighter1
2012-10-05,Heavyweight,Antonio Silva,Travis Browne,fighter1
2012-10-05,Welterweight,Jake Ellenberger,Jay Hieron,fighter1
2012-10-05,Flyweight,John Dodson,Jussier Formiga,fighter1
2012-10-05,Welterweight,Justin Edwards,Josh Neer,fighter1
2012-10-05,Lightweight,Michael Johnson,Danny Castillo,fighter1
2012-10-05,Welterweight,Mike Pierce,Aaron Simpson,fighter1
2012-10-05,Lightweight,Marcus LeVesseur,Carlo Prater,fighter1
2012-10-05,Lightweight,Jacob Volkmann,Shane Roller,fighter1
2012-10-05,Featherweight,Diego Nunes,Bart Palaszewski,fighter1
2012-10-05,Flyweight,Darren Uyenoyama,Phil Harris,fighter1
2012-09-29,Heavyweight,Stefan Struve,Stipe Miocic,fighter1
2012-09-29,Welterweight,Dan Hardy,Amir Sadollah,fighter1
2012-09-29,Bantamweight,Brad Pickett,Yves Jabouin,fighter1
2012-09-29,Lightweight,Matt Wiman,Paul Sass,fighter1
2012-09-29,Welterweight,John Hathaway,John Maguire,fighter1
2012-09-29,Welterweight,Che Mills,Duane Ludwig,fighter1
2012-09-29,Light Heavyweight,Jimi Manuwa,Kyle Kingsbury,fighter1
2012-09-29,Featherweight,Akira Corassani,Andy Ogle,fighter1
2012-09-29,Middleweight,Brad Tavares,Tom Watson,fighter1
2012-09-29,Catch Weight,Gunnar Nelson,DaMarques Johnson,fighter1
2012-09-29,Featherweight,Robert Peralta,Jason Young,fighter1
2012-09-22,Light Heavyweight,Jon Jones,Vitor Belfort,fighter1
2012-09-22,Flyweight,Demetrious Johnson,Joseph Benavidez,fighter1
2012-09-22,Middleweight,Michael Bisping,Brian Stann,fighter1
2012-09-22,Light Heavyweight,Matt Hamill,Roger Hollett,fighter1
2012-09-22,Featherweight,Cub Swanson,Charles Oliveira,fighter1
2012-09-22,Light Heavyweight,Vinny Magalhaes,Igor Pokrajac,fighter1
2012-09-22,Lightweight,TJ Grant,Evan Dunham,fighter1
2012-09-22,Welterweight,Sean Pierson,Lance Benoist,fighter1
2012-09-22,Featherweight,Marcus Brimage,Jimy Hettes,fighter1
2012-09-22,Welterweight,Seth Baczynski,Simeon Thoresen,fighter1
2012-09-22,Bantamweight,Mitch Gagnon,Walel Watson,fighter1
2012-09-22,Welterweight,Kyle Noke,Charlie Brenneman,fighter1
2012-08-11,Lightweight,Benson Henderson,Frankie Edgar,fighter1
2012-08-11,Lightweight,Donald Cerrone,Melvin Guillard,fighter1
2012-08-11,Middleweight,Jake Shields,Ed Herman,No contest
2012-08-11,Middleweight,Yushin Okami,Buddy Roberts,fighter1
2012-08-11,Featherweight,Max Holloway,Justin Lawrence,fighter1
2012-08-11,Featherweight,Dennis Bermudez,Tommy Hayden,fighter1
2012-08-11,Middleweight,Michael Kuiper,Jared Hamman,fighter1
2012-08-11,Bantamweight,Erik Perez,Ken Stone,fighter1
2012-08-11,Bantamweight,Chico Camus,Dustin Pague,fighter1
2012-08-11,Featherweight,Nik Lentz,Eiji Mitsuoka,fighter1
2012-08-04,Light Heavyweight,Mauricio Rua,Brandon Vera,fighter1
2012-08-04,Light Heavyweight,Lyoto Machida,Ryan Bader,fighter1
2012-08-04,Lightweight,Joe Lauzon,Jamie Varner,fighter1
2012-08-04,Welterweight,Mike Swick,DaMarques Johnson,fighter1
2012-08-04,Featherweight,Nam Phan,Cole Miller,fighter1
2012-08-04,Light Heavyweight,Phil Davis,Wagner Prado,No contest
2012-08-04,Featherweight,Rani Yahya,Josh Grispi,fighter1
2012-08-04,Heavyweight,Philip De Fries,Oli Thompson,fighter1
2012-08-04,Featherweight,Manvel Gamburyan,Michihiro Omigawa,fighter1
2012-08-04,Flyweight,John Moraga,Ulysses Gomez,fighter1
2012-07-21,Bantamweight,Renan Barao,Urijah Faber,fighter1
2012-07-21,Middleweight,Tim Boetsch,Hector Lombard,fighter1
2012-07-21,Heavyweight,Cheick Kongo,Shawn Jordan,fighter1
2012-07-21,Welterweight,James Head,Brian Ebersole,fighter1
2012-07-21,Welterweight,Chris Clements,Matthew Riddle,No contest
2012-07-21,Middleweight,Nick Ring,Court McGee,fighter1
2012-07-21,Bantamweight,Roland Delorme,Francisco Rivera,No contest
2012-07-21,Light Heavyweight,Ryan Jimmo,Anthony Perosh,fighter1
2012-07-21,Bantamweight,Bryan Caraway,Mitch Gagnon,fighter1
2012-07-21,Featherweight,Antonio Carvalho,Daniel Pineda,fighter1
2012-07-21,Lightweight,Anton Kuivanen,Mitch Clarke,fighter1
2012-07-11,Middleweight,Chris Weidman,Mark Munoz,fighter1
2012-07-11,Light Heavyweight,James Te Huna,Joey Beltran,fighter1
2012-07-11,Welterweight,Aaron Simpson,Kenny Robertson,fighter1
2012-07-11,Middleweight,Francis Carmont,Karlos Vemola,fighter1
2012-07-11,Bantamweight,TJ Dillashaw,Vaughan Lee,fighter1
2012-07-11,Lightweight,Rafael Dos Anjos,Anthony Njokuani,fighter1
2012-07-11,Bantamweight,Alex Caceres,Damacio Page,fighter1
2012-07-11,Flyweight,Chris Cariaso,Josh Ferguson,fighter1
2012-07-11,Middleweight,Andrew Craig,Rafael Natal,fighter1
2012-07-11,Welterweight,Marcelo Guimaraes,Dan Stittgen,fighter1
2012-07-11,Bantamweight,Raphael Assuncao,Issei Tamura,fighter1
2012-07-07,Middleweight,Anderson Silva,Chael Sonnen,fighter1
2012-07-07,Light Heavyweight,Forrest Griffin,Tito Ortiz,fighter1
2012-07-07,Middleweight,Cung Le,Patrick Cote,fighter1
2012-07-07,Welterweight,Demian Maia,Dong Hyun Kim,fighter1
2012-07-07,Featherweight,Chad Mendes,Cody McKenzie,fighter1
2012-07-07,Bantamweight,Mike Easton,Ivan Menjivar,fighter1
2012-07-07,Lightweight,Melvin Guillard,Fabricio Camoes,fighter1
2012-07-07,Lightweight,Khabib Nurmagomedov,Gleison Tibau,fighter1
2012-07-07,Middleweight,Constantinos Philippou,Riki Fukuda,fighter1
2012-07-07,Lightweight,Shane Roller,John Alessio,fighter1
2012-07-07,Lightweight,Rafaello Oliveira,Yoislandy Izquierdo,fighter1
2012-06-23,Catch Weight,Rich Franklin,Wanderlei Silva,fighter1
2012-06-23,Middleweight,Cezar Ferreira,Sergio Moraes,fighter1
2012-06-23,Featherweight,Rony Jason,Godofredo Pepey,fighter1
2012-06-23,Heavyweight,Fabricio Werdum,Mike Russow,fighter1
2012-06-23,Featherweight,Hacran Dias,Iuri Alcantara,fighter1
2012-06-23,Featherweight,Rodrigo Damm,Anistavio Medeiros,fighter1
2012-06-23,Middleweight,Francisco Trinaldo,Delson Heleno,fighter1
2012-06-23,Featherweight,Hugo Viana,John Teixeira,fighter1
2012-06-23,Middleweight,Thiago Perpetuo,Leonardo Mafra,fighter1
2012-06-23,Featherweight,Marcos Vinicius,Wagner Campos,fighter1
2012-06-23,Featherweight,Felipe Arantes,Milton Vieira,Draw
2012-06-22,Lightweight,Gray Maynard,Clay Guida,fighter1
2012-06-22,Lightweight,Sam Stout,Spencer Fisher,fighter1
2012-06-22,Welterweight,Brian Ebersole,TJ Waldburger,fighter1
2012-06-22,Featherweight,Cub Swanson,Ross Pearson,fighter1
2012-06-22,Featherweight,Ricardo Lamas,Hatsu Hioki,fighter1
2012-06-22,Lightweight,Ramsey Nijem,CJ Keith,fighter1
2012-06-22,Welterweight,Rick Story,Brock Jardine,fighter1
2012-06-22,Featherweight,Steven Siler,Joey Gambino,fighter1
2012-06-22,Middleweight,Chris Camozzi,Nick Catone,fighter1
2012-06-22,Welterweight,Matt Brown,Luis Ramos,fighter1
2012-06-22,Welterweight,Dan Miller,Ricardo Funch,fighter1
2012-06-22,Bantamweight,Ken Stone,Dustin Pague,fighter1
2012-06-08,Flyweight,Demetrious Johnson,Ian McCall,fighter1
2012-06-08,Welterweight,Erick Silva,Charlie Brenneman,fighter1
2012-06-08,Welterweight,Mike Pyle,Josh Neer,fighter1
2012-06-08,Bantamweight,Eddie Wineland,Scott Jorgensen,fighter1
2012-06-08,Welterweight,Mike Pierce,Carlos Eduardo Rocha,fighter1
2012-06-08,Welterweight,Seth Baczynski,Lance Benoist,fighter1
2012-06-08,Featherweight,Matt Grice,Leonard Garcia,fighter1
2012-06-08,Bantamweight,Dustin Pague,Jared Papazian,fighter1
2012-06-08,Lightweight,Tim Means,Justin Salas,fighter1
2012-06-08,Middleweight,Buddy Roberts,Caio Magalhaes,fighter1
2012-06-08,Lightweight,Henry Martinez,Bernardo Magalhaes,fighter1
2012-06-08,Welterweight,Sean Pierson,Jake Hecht,fighter1
2012-06-01,Welterweight,Martin Kampmann,Jake Ellenberger,fighter1
2012-06-01,Lightweight,Michael Chiesa,Al Iaquinta,fighter1
2012-06-01,Featherweight,Charles Oliveira,Jonathan Brookins,fighter1
2012-06-01,Featherweight,Max Holloway,Pat Schilling,fighter1
2012-06-01,Lightweight,Justin Lawrence,John Cofer,fighter1
2012-06-01,Lightweight,Daron Cruickshank,Chris Tickle,fighter1
2012-06-01,Lightweight,Myles Jury,Chris Saunders,fighter1
2012-06-01,Lightweight,Sam Sicilia,Cristiano Marcello,fighter1
2012-06-01,Lightweight,Joe Proctor,Jeremy Larsen,fighter1
2012-06-01,Bantamweight,Erik Perez,John Albert,fighter1
2012-05-26,Heavyweight,Junior Dos Santos,Frank Mir,fighter1
2012-05-26,Heavyweight,Cain Velasquez,Antonio Silva,fighter1
2012-05-26,Heavyweight,Roy Nelson,Dave Herman,fighter1
2012-05-26,Heavyweight,Stipe Miocic,Shane del Rosario,fighter1
2012-05-26,Heavyweight,Stefan Struve,Lavar Johnson,fighter1
2012-05-26,Featherweight,Darren Elkins,Diego Brandao,fighter1
2012-05-26,Lightweight,Jamie Varner,Edson Barboza,fighter1
2012-05-26,Middleweight,CB Dollaway,Jason Miller,fighter1
2012-05-26,Welterweight,Dan Hardy,Duane Ludwig,fighter1
2012-05-26,Lightweight,Paul Sass,Jacob Volkmann,fighter1
2012-05-26,Light Heavyweight,Glover Teixeira,Kyle Kingsbury,fighter1
2012-05-26,Featherweight,Mike Brown,Daniel Pineda,fighter1
2012-05-15,Featherweight,Chan Sung Jung,Dustin Poirier,fighter1
2012-05-15,Welterweight,Amir Sadollah,Jorge Lopez,fighter1
2012-05-15,Lightweight,Donald Cerrone,Jeremy Stephens,fighter1
2012-05-15,Bantamweight,Yves Jabouin,Jeff Hougland,fighter1
2012-05-15,Light Heavyweight,Igor Pokrajac,Fabio Maldonado,fighter1
2012-05-15,Middleweight,Tom Lawlor,Jason MacDonald,fighter1
2012-05-15,Middleweight,Brad Tavares,Dongi Yang,fighter1
2012-05-15,Lightweight,Cody McKenzie,Marcus LeVesseur,fighter1
2012-05-15,Lightweight,TJ Grant,Carlo Prater,fighter1
2012-05-15,Lightweight,Rafael Dos Anjos,Kamal Shalorus,fighter1
2012-05-15,Bantamweight,Johnny Eduardo,Jeff Curran,fighter1
2012-05-15,Bantamweight,Francisco Rivera,Alex Soto,fighter1
2012-05-05,Lightweight,Nate Diaz,Jim Miller,fighter1
2012-05-05,Welterweight,Johny Hendricks,Josh Koscheck,fighter1
2012-05-05,Middleweight,Alan Belcher,Rousimar Palhares,fighter1
2012-05-05,Heavyweight,Lavar Johnson,Pat Barry,fighter1
2012-05-05,Lightweight,Michael Johnson,Tony Ferguson,fighter1
2012-05-05,Flyweight,John Dodson,Tim Elliott,fighter1
2012-05-05,Welterweight,John Hathaway,Pascal Krauss,fighter1
2012-05-05,Flyweight,Louis Gaudinot,John Lineker,fighter1
2012-05-05,Lightweight,Danny Castillo,John Cholish,fighter1
2012-05-05,Featherweight,Dennis Bermudez,Pablo Garza,fighter1
2012-05-05,Bantamweight,Roland Delorme,Nick Denis,fighter1
2012-05-05,Middleweight,Karlos Vemola,Mike Massenzio,fighter1
2012-04-21,Light Heavyweight,Jon Jones,Rashad Evans,fighter1
2012-04-21,Welterweight,Rory MacDonald,Che Mills,fighter1
2012-04-21,Heavyweight,Ben Rothwell,Brendan Schaub,fighter1
2012-04-21,Bantamweight,Michael McDonald,Miguel Torres,fighter1
2012-04-21,Featherweight,Eddie Yagin,Mark Hominick,fighter1
2012-04-21,Lightweight,Mark Bocek,John Alessio,fighter1
2012-04-21,Heavyweight,Travis Browne,Chad Griggs,fighter1
2012-04-21,Welterweight,Matt Brown,Stephen Thompson,fighter1
2012-04-21,Lightweight,Anthony Njokuani,John Makdessi,fighter1
2012-04-21,Lightweight,Mac Danzig,Efrain Escudero,fighter1
2012-04-21,Welterweight,Chris Clements,Keith Wisniewski,fighter1
2012-04-21,Featherweight,Marcus Brimage,Maximo Blanco,fighter1
2012-04-14,Light Heavyweight,Alexander Gustafsson,Thiago Silva,fighter1
2012-04-14,Middleweight,Brian Stann,Alessio Sakara,fighter1
2012-04-14,Welterweight,Siyar Bahadurzada,Paulo Thiago,fighter1
2012-04-14,Featherweight,Dennis Siver,Diego Nunes,fighter1
2012-04-14,Welterweight,John Maguire,DaMarques Johnson,fighter1
2012-04-14,Bantamweight,Brad Pickett,Damacio Page,fighter1
2012-04-14,Welterweight,James Head,Papy Abedi,fighter1
2012-04-14,Light Heavyweight,Cyrille Diabate,Tom DeBlass,fighter1
2012-04-14,Middleweight,Francis Carmont,Magnus Cedenblad,fighter1
2012-04-14,Lightweight,Reza Madadi,Yoislandy Izquierdo,fighter1
2012-04-14,Welterweight,Simeon Thoresen,Besam Yousef,fighter1
2012-04-14,Featherweight,Jason Young,Eric Wisely,fighter1
2012-03-02,Welterweight,Martin Kampmann,Thiago Alves,fighter1
2012-03-02,Flyweight,Joseph Benavidez,Yasuhiro Urushitani,fighter1
2012-03-02,Flyweight,Demetrious Johnson,Ian McCall,Draw
2012-03-02,Middleweight,Constantinos Philippou,Court McGee,fighter1
2012-03-02,Light Heavyweight,James Te Huna,Aaron Rosa,fighter1
2012-03-02,Light Heavyweight,Anthony Perosh,Nick Penner,fighter1
2012-03-02,Featherweight,Steven Siler,Cole Miller,fighter1
2012-03-02,Middleweight,Andrew Craig,Kyle Noke,fighter1
2012-03-02,Welterweight,TJ Waldburger,Jake Hecht,fighter1
2012-03-02,Featherweight,Daniel Pineda,Mackens Semerzier,fighter1
2012-03-02,Heavyweight,Shawn Jordan,Oli Thompson,fighter1
2012-02-25,Lightweight,Benson Henderson,Frankie Edgar,fighter1
2012-02-25,Light Heavyweight,Ryan Bader,Quinton Jackson,fighter1
2012-02-25,Heavyweight,Mark Hunt,Cheick Kongo,fighter1
2012-02-25,Welterweight,Jake Shields,Yoshihiro Akiyama,fighter1
2012-02-25,Middleweight,Tim Boetsch,Yushin Okami,fighter1
2012-02-25,Featherweight,Hatsu Hioki,Bart Palaszewski,fighter1
2012-02-25,Lightweight,Anthony Pettis,Joe Lauzon,fighter1
2012-02-25,Lightweight,Takanori Gomi,Eiji Mitsuoka,fighter1
2012-02-25,Bantamweight,Vaughan Lee,Norifumi Yamamoto,fighter1
2012-02-25,Middleweight,Riki Fukuda,Steve Cantwell,fighter1
2012-02-25,Bantamweight,Chris Cariaso,Takeya Mizugaki,fighter1
2012-02-25,Featherweight,Issei Tamura,Zhang Tiequan,fighter1
2012-02-15,Welterweight,Jake Ellenberger,Diego Sanchez,fighter1
2012-02-15,Heavyweight,Stefan Struve,Dave Herman,fighter1
2012-02-15,Middleweight,Ronny Markes,Aaron Simpson,fighter1
2012-02-15,Heavyweight,Stipe Miocic,Philip De Fries,fighter1
2012-02-15,Bantamweight,TJ Dillashaw,Walel Watson,fighter1
2012-02-15,Bantamweight,Ivan Menjivar,John Albert,fighter1
2012-02-15,Featherweight,Jonathan Brookins,Vagner Rocha,fighter1
2012-02-15,Lightweight,Justin Salas,Anton Kuivanen,fighter1
2012-02-15,Lightweight,Tim Means,Bernardo Magalhaes,fighter1
2012-02-04,Welterweight,Carlos Condit,Nick Diaz,fighter1
2012-02-04,Heavyweight,Fabricio Werdum,Roy Nelson,fighter1
2012-02-04,Welterweight,Josh Koscheck,Mike Pierce,fighter1
2012-02-04,Bantamweight,Renan Barao,Scott Jorgensen,fighter1
2012-02-04,Middleweight,Ed Herman,Clifford Starks,fighter1
2012-02-04,Featherweight,Dustin Poirier,Max Holloway,fighter1
2012-02-04,Bantamweight,Edwin Figueroa,Alex Caceres,fighter1
2012-02-04,Welterweight,Matt Brown,Chris Cope,fighter1
2012-02-04,Welterweight,Matthew Riddle,Henry Martinez,fighter1
2012-02-04,Middleweight,Rafael Natal,Michael Kuiper,fighter1
2012-02-04,Welterweight,Stephen Thompson,Dan Stittgen,fighter1
2012-01-28,Light Heavyweight,Rashad Evans,Phil Davis,fighter1
2012-01-28,Middleweight,Chael Sonnen,Michael Bisping,fighter1
2012-01-28,Middleweight,Chris Weidman,Demian Maia,fighter1
2012-01-28,Lightweight,Evan Dunham,Nik Lentz,fighter1
2012-01-28,Heavyweight,Mike Russow,Jon Olav Einemo,fighter1
2012-01-28,Featherweight,Cub Swanson,George Roop,fighter1
2012-01-28,Featherweight,Charles Oliveira,Eric Wisely,fighter1
2012-01-28,Lightweight,Michael Johnson,Shane Roller,fighter1
2012-01-28,Heavyweight,Lavar Johnson,Joey Beltran,fighter1
2012-01-28,Middleweight,Chris Camozzi,Dustin Jacoby,fighter1
2012-01-20,Lightweight,Jim Miller,Melvin Guillard,fighter1
2012-01-20,Welterweight,Josh Neer,Duane Ludwig,fighter1
2012-01-20,Bantamweight,Mike Easton,Jared Papazian,fighter1
2012-01-20,Heavyweight,Pat Barry,Christian Morecraft,fighter1
2012-01-20,Middleweight,Jorge Rivera,Eric Schafer,fighter1
2012-01-20,Lightweight,Khabib Nurmagomedov,Kamal Shalorus,fighter1
2012-01-20,Welterweight,Charlie Brenneman,Daniel Roberts,fighter1
2012-01-20,Lightweight,Fabricio Camoes,Tommy Hayden,fighter1
2012-01-20,Featherweight,Daniel Pineda,Pat Schilling,fighter1
2012-01-20,Bantamweight,Nick Denis,Joseph Sandoval,fighter1
2012-01-14,Featherweight,Jose Aldo,Chad Mendes,fighter1
2012-01-14,Middleweight,Vitor Belfort,Anthony Johnson,fighter1
2012-01-14,Middleweight,Rousimar Palhares,Mike Massenzio,fighter1
2012-01-14,Welterweight,Carlo Prater,Erick Silva,fighter1
2012-01-14,Lightweight,Edson Barboza,Terry Etim,fighter1
2012-01-14,Lightweight,Thiago Tavares,Sam Stout,fighter1
2012-01-14,Heavyweight,Gabriel Gonzaga,Ednaldo Oliveira,fighter1
2012-01-14,Featherweight,Iuri Alcantara,Michihiro Omigawa,fighter1
2012-01-14,Welterweight,Mike Pyle,Ricardo Funch,fighter1
2012-01-14,Featherweight,Felipe Arantes,Antonio Carvalho,fighter1
2011-12-30,Heavyweight,Alistair Overeem,Brock Lesnar,fighter1
2011-12-30,Lightweight,Nate Diaz,Donald Cerrone,fighter1
2011-12-30,Welterweight,Johny Hendricks,Jon Fitch,fighter1
2011-12-30,Light Heavyweight,Alexander Gustafsson,Vladimir Matyushenko,fighter1
2011-12-30,Featherweight,Jimy Hettes,Nam Phan,fighter1
2011-12-30,Featherweight,Ross Pearson,Junior Assuncao,fighter1
2011-12-30,Lightweight,Danny Castillo,Anthony Njokuani,fighter1
2011-12-30,Welterweight,Dong Hyun Kim,Sean Pierson,fighter1
2011-12-30,Lightweight,Jacob Volkmann,Efrain Escudero,fighter1
2011-12-30,Featherweight,Diego Nunes,Manvel Gamburyan,fighter1
2011-12-10,Light Heavyweight,Jon Jones,Lyoto Machida,fighter1
2011-12-10,Heavyweight,Frank Mir,Antonio Rodrigo Nogueira,fighter1
2011-12-10,Light Heavyweight,Rogerio Nogueira,Tito Ortiz,fighter1
2011-12-10,Welterweight,Brian Ebersole,Claude Patrick,fighter1
2011-12-10,Featherweight,Chan Sung Jung,Mark Hominick,fighter1
2011-12-10,Light Heavyweight,Igor Pokrajac,Krzysztof Soszynski,fighter1
2011-12-10,Middleweight,Constantinos Philippou,Jared Hamman,fighter1
2011-12-10,Lightweight,Dennis Hallman,John Makdessi,fighter1
2011-12-10,Bantamweight,Yves Jabouin,Walel Watson,fighter1
2011-12-10,Lightweight,Mark Bocek,Nik Lentz,fighter1
2011-12-10,Welterweight,Jake Hecht,Rich Attonito,fighter1
2011-12-10,Lightweight,John Cholish,Mitch Clarke,fighter1
2011-12-03,Middleweight,Michael Bisping,Jason Miller,fighter1
2011-12-03,Featherweight,Diego Brandao,Dennis Bermudez,fighter1
2011-12-03,Bantamweight,John Dodson,TJ Dillashaw,fighter1
2011-12-03,Lightweight,Tony Ferguson,Yves Edwards,fighter1
2011-12-03,Bantamweight,Johnny Bedford,Louis Gaudinot,fighter1
2011-12-03,Featherweight,Marcus Brimage,Stephen Bass,fighter1
2011-12-03,Bantamweight,John Albert,Dustin Pague,fighter1
2011-12-03,Bantamweight,Roland Delorme,Josh Ferguson,fighter1
2011-12-03,Featherweight,Steven Siler,Josh Clopton,fighter1
2011-12-03,Featherweight,Bryan Caraway,Dustin Neace,fighter1
2011-11-19,Light Heavyweight,Dan Henderson,Mauricio Rua,fighter1
2011-11-19,Middleweight,Wanderlei Silva,Cung Le,fighter1
2011-11-19,Bantamweight,Urijah Faber,Brian Bowles,fighter1
