event_date,weight_class,fighter1,fighter2,outcome
2011-11-19,Welterweight,Martin Kampmann,Rick Story,fighter1
2011-11-19,Light Heavyweight,Stephan Bonnar,Kyle Kingsbury,fighter1
2011-11-19,Light Heavyweight,Ryan Bader,Jason Brilz,fighter1
2011-11-19,Bantamweight,Michael McDonald,Alex Soto,fighter1
2011-11-19,Middleweight,Chris Weidman,Tom Lawlor,fighter1
2011-11-19,Lightweight,Gleison Tibau,Rafael Dos Anjos,fighter1
2011-11-19,Bantamweight,Miguel Torres,Nick Pace,fighter1
2011-11-19,Welterweight,Seth Baczynski,Matt Brown,fighter1
2011-11-19,Lightweight,Danny Castillo,Shamar Bailey,fighter1
2011-11-12,Heavyweight,Junior Dos Santos,Cain Velasquez,fighter1
2011-11-12,Lightweight,Benson Henderson,Clay Guida,fighter1
2011-11-12,Featherweight,Dustin Poirier,Pablo Garza,fighter1
2011-11-12,Featherweight,Ricardo Lamas,Cub Swanson,fighter1
2011-11-12,Welterweight,DaMarques Johnson,Clay Harvison,fighter1
2011-11-12,Bantamweight,Darren Uyenoyama,Norifumi Yamamoto,fighter1
2011-11-12,Featherweight,Mackens Semerzier,Robert Peralta,No contest
2011-11-12,Bantamweight,Alex Caceres,Cole Escovedo,fighter1
2011-11-12,Welterweight,Mike Pierce,Paul Bradley,fighter1
2011-11-12,Light Heavyweight,Aaron Rosa,Matt Lucas,fighter1
2011-11-05,Middleweight,Mark Munoz,Chris Leben,fighter1
2011-11-05,Bantamweight,Renan Barao,Brad Pickett,fighter1
2011-11-05,Welterweight,Thiago Alves,Papy Abedi,fighter1
2011-11-05,Light Heavyweight,Anthony Perosh,Cyrille Diabate,fighter1
2011-11-05,Lightweight,Terry Etim,Edward Faaloloto,fighter1
2011-11-05,Welterweight,John Maguire,Justin Edwards,fighter1
2011-11-05,Heavyweight,Philip De Fries,Rob Broughton,fighter1
2011-11-05,Featherweight,Michihiro Omigawa,Jason Young,fighter1
2011-11-05,Welterweight,Che Mills,Chris Cope,fighter1
2011-11-05,Bantamweight,Chris Cariaso,Vaughan Lee,fighter1
2011-10-29,Welterweight,Nick Diaz,BJ Penn,fighter1
2011-10-29,Heavyweight,Cheick Kongo,Matt Mitrione,fighter1
2011-10-29,Heavyweight,Roy Nelson,Mirko Filipovic,fighter1
2011-10-29,Bantamweight,Scott Jorgensen,Jeff Curran,fighter1
2011-10-29,Featherweight,Hatsu Hioki,George Roop,fighter1
2011-10-29,Lightweight,Donald Cerrone,Dennis Siver,fighter1
2011-10-29,Featherweight,Bart Palaszewski,Tyson Griffin,fighter1
2011-10-29,Light Heavyweight,Brandon Vera,Eliot Marshall,fighter1
2011-10-29,Lightweight,Ramsey Nijem,Danny Downes,fighter1
2011-10-29,Middleweight,Francis Carmont,Chris Camozzi,fighter1
2011-10-29,Middleweight,Clifford Starks,Dustin Jacoby,fighter1
2011-10-08,Lightweight,Frankie Edgar,Gray Maynard,fighter1
2011-10-08,Featherweight,Jose Aldo,Kenny Florian,fighter1
2011-10-08,Middleweight,Chael Sonnen,Brian Stann,fighter1
2011-10-08,Featherweight,Nam Phan,Leonard Garcia,fighter1
2011-10-08,Lightweight,Joe Lauzon,Melvin Guillard,fighter1
2011-10-08,Middleweight,Demian Maia,Jorge Santiago,fighter1
2011-10-08,Lightweight,Anthony Pettis,Jeremy Stephens,fighter1
2011-10-08,Heavyweight,Stipe Miocic,Joey Beltran,fighter1
2011-10-08,Featherweight,Darren Elkins,Zhang Tiequan,fighter1
2011-10-08,Middleweight,Aaron Simpson,Eric Schafer,fighter1
2011-10-08,Middleweight,Mike Massenzio,Steve Cantwell,fighter1
2011-10-01,Bantamweight,Dominick Cruz,Demetrious Johnson,fighter1
2011-10-01,Heavyweight,Stefan Struve,Pat Barry,fighter1
2011-10-01,Welterweight,Anthony Johnson,Charlie Brenneman,fighter1
2011-10-01,Lightweight,Matt Wiman,Mac Danzig,fighter1
2011-10-01,Lightweight,Yves Edwards,Rafaello Oliveira,fighter1
2011-10-01,Lightweight,Paul Sass,Michael Johnson,fighter1
2011-10-01,Bantamweight,Mike Easton,Byron Bloodworth,fighter1
2011-10-01,Lightweight,TJ Grant,Shane Roller,fighter1
2011-10-01,Welterweight,Josh Neer,Keith Wisniewski,fighter1
2011-10-01,Bantamweight,Walel Watson,Joseph Sandoval,fighter1
2011-09-24,Light Heavyweight,Jon Jones,Quinton Jackson,fighter1
2011-09-24,Welterweight,Josh Koscheck,Matt Hughes,fighter1
2011-09-24,Heavyweight,Mark Hunt,Ben Rothwell,fighter1
2011-09-24,Heavyweight,Travis Browne,Rob Broughton,fighter1
2011-09-24,Lightweight,Nate Diaz,Takanori Gomi,fighter1
2011-09-24,Lightweight,Tony Ferguson,Aaron Riley,fighter1
2011-09-24,Middleweight,Tim Boetsch,Nick Ring,fighter1
2011-09-24,Featherweight,Junior Assuncao,Eddie Yagin,fighter1
2011-09-24,Bantamweight,Takeya Mizugaki,Cole Escovedo,fighter1
2011-09-24,Light Heavyweight,James Te Huna,Ricardo Romero,fighter1
2011-09-17,Welterweight,Jake Ellenberger,Jake Shields,fighter1
2011-09-17,Middleweight,Court McGee,Dongi Yang,fighter1
2011-09-17,Featherweight,Erik Koch,Jonathan Brookins,fighter1
2011-09-17,Middleweight,Alan Belcher,Jason MacDonald,fighter1
2011-09-17,Lightweight,Vagner Rocha,Cody McKenzie,fighter1
2011-09-17,Lightweight,Evan Dunham,Shamar Bailey,fighter1
2011-09-17,Welterweight,Lance Benoist,Matthew Riddle,fighter1
2011-09-17,Bantamweight,Ken Stone,Donny Walker,fighter1
2011-09-17,Welterweight,Seth Baczynski,Clay Harvison,fighter1
2011-09-17,Welterweight,TJ Waldburger,Mike Stumpf,fighter1
2011-09-17,Featherweight,Robert Peralta,Mike Lullo,fighter1
2011-09-17,Welterweight,Justin Edwards,Jorge Lopez,fighter1
2011-08-27,Middleweight,Anderson Silva,Yushin Okami,fighter1
2011-08-27,Light Heavyweight,Mauricio Rua,Forrest Griffin,fighter1
2011-08-27,Lightweight,Edson Barboza,Ross Pearson,fighter1
2011-08-27,Heavyweight,Antonio Rodrigo Nogueira,Brendan Schaub,fighter1
2011-08-27,Light Heavyweight,Stanislav Nedkov,Luiz Cane,fighter1
2011-08-27,Lightweight,Thiago Tavares,Spencer Fisher,fighter1
2011-08-27,Middleweight,Rousimar Palhares,Dan Miller,fighter1
2011-08-27,Welterweight,Paulo Thiago,David Mitchell,fighter1
2011-08-27,Bantamweight,Raphael Assuncao,Johnny Eduardo,fighter1
2011-08-27,Welterweight,Erick Silva,Luis Ramos,fighter1
2011-08-27,Featherweight,Iuri Alcantara,Felipe Arantes,fighter1
2011-08-27,Bantamweight,Yves Jabouin,Ian Loveland,fighter1
2011-08-14,Welterweight,Chris Lytle,Dan Hardy,fighter1
2011-08-14,Lightweight,Benson Henderson,Jim Miller,fighter1
2011-08-14,Lightweight,Donald Cerrone,Charles Oliveira,fighter1
2011-08-14,Welterweight,Duane Ludwig,Amir Sadollah,fighter1
2011-08-14,Middleweight,Jared Hamman,CB Dollaway,fighter1
2011-08-14,Bantamweight,Joseph Benavidez,Eddie Wineland,fighter1
2011-08-14,Middleweight,Ed Herman,Kyle Noke,fighter1
2011-08-14,Light Heavyweight,Ronny Markes,Karlos Vemola,fighter1
2011-08-14,Featherweight,Jimy Hettes,Alex Caceres,fighter1
2011-08-14,Lightweight,Cole Miller,TJ O'Brien,fighter1
2011-08-14,Lightweight,Jacob Volkmann,Danny Castillo,fighter1
2011-08-14,Bantamweight,Edwin Figueroa,Jason Reinhardt,fighter1
2011-08-06,Light Heavyweight,Rashad Evans,Tito Ortiz,fighter1
2011-08-06,Middleweight,Vitor Belfort,Yoshihiro Akiyama,fighter1
2011-08-06,Welterweight,Brian Ebersole,Dennis Hallman,fighter1
2011-08-06,Middleweight,Constantinos Philippou,Jorge Rivera,fighter1
2011-08-06,Welterweight,Rory MacDonald,Mike Pyle,fighter1
2011-08-06,Light Heavyweight,Alexander Gustafsson,Matt Hamill,fighter1
2011-08-06,Featherweight,Chad Mendes,Rani Yahya,fighter1
2011-08-06,Bantamweight,Ivan Menjivar,Nick Pace,fighter1
2011-08-06,Welterweight,Johny Hendricks,Mike Pierce,fighter1
2011-08-06,Featherweight,Mike Brown,Nam Phan,fighter1
2011-08-06,Middleweight,Rafael Natal,Paul Bradley,fighter1
2011-07-02,Bantamweight,Dominick Cruz,Urijah Faber,fighter1
2011-07-02,Middleweight,Chris Leben,Wanderlei Silva,fighter1
2011-07-02,Lightweight,Dennis Siver,Matt Wiman,fighter1
2011-07-02,Light Heavyweight,Tito Ortiz,Ryan Bader,fighter1
2011-07-02,Welterweight,Carlos Condit,Dong Hyun Kim,fighter1
2011-07-02,Lightweight,Melvin Guillard,Shane Roller,fighter1
2011-07-02,Lightweight,Rafael Dos Anjos,George Sotiropoulos,fighter1
2011-07-02,Bantamweight,Brian Bowles,Takeya Mizugaki,fighter1
2011-07-02,Middleweight,Aaron Simpson,Brad Tavares,fighter1
2011-07-02,Lightweight,Anthony Njokuani,Andre Winner,fighter1
2011-07-02,Bantamweight,Jeff Hougland,Donny Walker,fighter1
2011-06-26,Heavyweight,Cheick Kongo,Pat Barry,fighter1
2011-06-26,Welterweight,Charlie Brenneman,Rick Story,fighter1
2011-06-26,Welterweight,Matt Brown,John Howard,fighter1
2011-06-26,Heavyweight,Matt Mitrione,Christian Morecraft,fighter1
2011-06-26,Featherweight,Tyson Griffin,Manvel Gamburyan,fighter1
2011-06-26,Featherweight,Javier Vazquez,Joe Stevenson,fighter1
2011-06-26,Lightweight,Joe Lauzon,Curt Warburton,fighter1
2011-06-26,Welterweight,Rich Attonito,Daniel Roberts,fighter1
2011-06-26,Lightweight,Nik Lentz,Charles Oliveira,No contest
2011-06-26,Featherweight,Ricardo Lamas,Matt Grice,fighter1
2011-06-26,Lightweight,Michael Johnson,Edward Faaloloto,fighter1
2011-06-11,Heavyweight,Junior Dos Santos,Shane Carwin,fighter1
2011-06-11,Featherweight,Kenny Florian,Diego Nunes,fighter1
2011-06-11,Middleweight,Mark Munoz,Demian Maia,fighter1
2011-06-11,Heavyweight,Dave Herman,Jon Olav Einemo,fighter1
2011-06-11,Lightweight,Donald Cerrone,Vagner Rocha,fighter1
2011-06-11,Lightweight,Sam Stout,Yves Edwards,fighter1
2011-06-11,Middleweight,Chris Weidman,Jesse Bongfeldt,fighter1
2011-06-11,Light Heavyweight,Krzysztof Soszynski,Mike Massenzio,fighter1
2011-06-11,Middleweight,Nick Ring,James Head,fighter1
2011-06-11,Featherweight,Dustin Poirier,Jason Young,fighter1
2011-06-11,Heavyweight,Joey Beltran,Aaron Rosa,fighter1
2011-06-11,Featherweight,Darren Elkins,Michihiro Omigawa,fighter1
2011-06-04,Welterweight,Tony Ferguson,Ramsey Nijem,fighter1
2011-06-04,Lightweight,Clay Guida,Anthony Pettis,fighter1
2011-06-04,Middleweight,Ed Herman,Tim Credeur,fighter1
2011-06-04,Light Heavyweight,Kyle Kingsbury,Fabio Maldonado,fighter1
2011-06-04,Welterweight,Chris Cope,Chuck O'Neil,fighter1
2011-06-04,Lightweight,Jeremy Stephens,Danny Downes,fighter1
2011-06-04,Featherweight,George Roop,Josh Grispi,fighter1
2011-06-04,Welterweight,Shamar Bailey,Ryan McGillivray,fighter1
2011-06-04,Welterweight,Clay Harvison,Justin Edwards,fighter1
2011-06-04,Bantamweight,Scott Jorgensen,Ken Stone,fighter1
2011-06-04,Bantamweight,Reuben Duran,Francisco Rivera,fighter1
2011-05-28,Light Heavyweight,Quinton Jackson,Matt Hamill,fighter1
2011-05-28,Heavyweight,Frank Mir,Roy Nelson,fighter1
2011-05-28,Heavyweight,Travis Browne,Stefan Struve,fighter1
2011-05-28,Welterweight,Rick Story,Thiago Alves,fighter1
2011-05-28,Middleweight,Brian Stann,Jorge Santiago,fighter1
2011-05-28,Bantamweight,Demetrious Johnson,Miguel Torres,fighter1
2011-05-28,Middleweight,Tim Boetsch,Kendall Grove,fighter1
2011-05-28,Lightweight,Gleison Tibau,Rafaello Oliveira,fighter1
2011-05-28,Bantamweight,Michael McDonald,Chris Cariaso,fighter1
2011-05-28,Bantamweight,Renan Barao,Cole Escovedo,fighter1
2011-04-30,Welterweight,Georges St-Pierre,Jake Shields,fighter1
2011-04-30,Featherweight,Jose Aldo,Mark Hominick,fighter1
2011-04-30,Light Heavyweight,Lyoto Machida,Randy Couture,fighter1
2011-04-30,Light Heavyweight,Vladimir Matyushenko,Jason Brilz,fighter1
2011-04-30,Lightweight,Benson Henderson,Mark Bocek,fighter1
2011-04-30,Welterweight,Rory MacDonald,Nate Diaz,fighter1
2011-04-30,Welterweight,Jake Ellenberger,Sean Pierson,fighter1
2011-04-30,Welterweight,Claude Patrick,Daniel Roberts,fighter1
2011-04-30,Bantamweight,Ivan Menjivar,Charlie Valencia,fighter1
2011-04-30,Middleweight,Jason MacDonald,Ryan Jensen,fighter1
2011-04-30,Lightweight,John Makdessi,Kyle Watson,fighter1
2011-04-30,Featherweight,Pablo Garza,Yves Jabouin,fighter1
2011-03-26,Light Heavyweight,Phil Davis,Rogerio Nogueira,fighter1
2011-03-26,Welterweight,Anthony Johnson,Dan Hardy,fighter1
2011-03-26,Welterweight,Amir Sadollah,DaMarques Johnson,fighter1
2011-03-26,Featherweight,Chan Sung Jung,Leonard Garcia,fighter1
2011-03-26,Heavyweight,Mike Russow,Jon Madsen,fighter1
2011-03-26,Featherweight,Mackens Semerzier,Alex Caceres,fighter1
2011-03-26,Welterweight,John Hathaway,Kris McCray,fighter1
2011-03-26,Bantamweight,Michael McDonald,Edwin Figueroa,fighter1
2011-03-26,Heavyweight,Christian Morecraft,Sean McCorkle,fighter1
2011-03-26,Welterweight,Johny Hendricks,TJ Waldburger,fighter1
2011-03-26,Middleweight,Aaron Simpson,Mario Miranda,fighter1
2011-03-26,Lightweight,Nik Lentz,Waylon Lowe,fighter1
2011-03-19,Light Heavyweight,Jon Jones,Mauricio Rua,fighter1
2011-03-19,Bantamweight,Urijah Faber,Eddie Wineland,fighter1
2011-03-19,Lightweight,Jim Miller,Kamal Shalorus,fighter1
2011-03-19,Middleweight,Nate Marquardt,Dan Miller,fighter1
2011-03-19,Heavyweight,Brendan Schaub,Mirko Filipovic,fighter1
2011-03-19,Light Heavyweight,Luiz Cane,Eliot Marshall,fighter1
2011-03-19,Lightweight,Edson Barboza,Anthony Njokuani,fighter1
2011-03-19,Welterweight,Mike Pyle,Ricardo Almeida,fighter1
2011-03-19,Lightweight,Gleison Tibau,Kurt Pellegrino,fighter1
2011-03-19,Bantamweight,Joseph Benavidez,Ian Loveland,fighter1
2011-03-19,Catch Weight,Nick Catone,Constantinos Philippou,fighter1
2011-03-19,Featherweight,Erik Koch,Raphael Assuncao,fighter1
2011-03-03,Welterweight,Diego Sanchez,Martin Kampmann,fighter1
2011-03-03,Middleweight,Mark Munoz,CB Dollaway,fighter1
2011-03-03,Middleweight,Chris Weidman,Alessio Sakara,fighter1
2011-03-03,Bantamweight,Brian Bowles,Damacio Page,fighter1
2011-03-03,Light Heavyweight,Cyrille Diabate,Steve Cantwell,fighter1
2011-03-03,Lightweight,Danny Castillo,Joe Stevenson,fighter1
2011-03-03,Lightweight,Shane Roller,Thiago Tavares,fighter1
2011-03-03,Bantamweight,Takeya Mizugaki,Reuben Duran,fighter1
2011-03-03,Middleweight,Dongi Yang,Rob Kimmons,fighter1
2011-03-03,Middleweight,Rousimar Palhares,David Branch,fighter1
2011-03-03,Light Heavyweight,Igor Pokrajac,Todd Brown,fighter1
2011-02-26,Welterweight,BJ Penn,Jon Fitch,Draw
2011-02-26,Middleweight,Michael Bisping,Jorge Rivera,fighter1
2011-02-26,Lightweight,Dennis Siver,George Sotiropoulos,fighter1
2011-02-26,Welterweight,Brian Ebersole,Chris Lytle,fighter1
2011-02-26,Middleweight,Kyle Noke,Chris Camozzi,fighter1
2011-02-26,Lightweight,Ross Pearson,Spencer Fisher,fighter1
2011-02-26,Light Heavyweight,Alexander Gustafsson,James Te Huna,fighter1
2011-02-26,Middleweight,Nick Ring,Riki Fukuda,fighter1
2011-02-26,Light Heavyweight,Anthony Perosh,Tom Blackledge,fighter1
2011-02-26,Featherweight,Zhang Tiequan,Jason Reinhardt,fighter1
2011-02-26,Heavyweight,Mark Hunt,Chris Tuchscherer,fighter1
2011-02-26,Lightweight,Curt Warburton,Maciej Jewtuszko,fighter1
2011-02-05,Middleweight,Anderson Silva,Vitor Belfort,fighter1
2011-02-05,Light Heavyweight,Forrest Griffin,Rich Franklin,fighter1
2011-02-05,Light Heavyweight,Jon Jones,Ryan Bader,fighter1
2011-02-05,Welterweight,Jake Ellenberger,Carlos Eduardo Rocha,fighter1
2011-02-05,Bantamweight,Miguel Torres,Antonio Banuelos,fighter1
2011-02-05,Lightweight,Donald Cerrone,Paul Kelly,fighter1
2011-02-05,Featherweight,Chad Mendes,Michihiro Omigawa,fighter1
2011-02-05,Bantamweight,Demetrious Johnson,Norifumi Yamamoto,fighter1
2011-02-05,Lightweight,Paul Taylor,Gabe Ruediger,fighter1
2011-02-05,Light Heavyweight,Kyle Kingsbury,Ricardo Romero,fighter1
2011-02-05,Welterweight,Mike Pierce,Kenny Robertson,fighter1
2011-01-22,Lightweight,Melvin Guillard,Evan Dunham,fighter1
2011-01-22,Heavyweight,Matt Mitrione,Tim Hague,fighter1
2011-01-22,Featherweight,Mark Hominick,George Roop,fighter1
2011-01-22,Heavyweight,Pat Barry,Joey Beltran,fighter1
2011-01-22,Lightweight,Matt Wiman,Cole Miller,fighter1
2011-01-22,Lightweight,Yves Edwards,Cody McKenzie,fighter1
2011-01-22,Welterweight,DaMarques Johnson,Mike Guymon,fighter1
2011-01-22,Featherweight,Rani Yahya,Mike Brown,fighter1
2011-01-22,Lightweight,Waylon Lowe,Willamy Freire,fighter1
2011-01-22,Welterweight,Charlie Brenneman,Amilcar Alves,fighter1
2011-01-22,Bantamweight,Chris Cariaso,Will Campuzano,fighter1
2011-01-01,Lightweight,Frankie Edgar,Gray Maynard,Draw
2011-01-01,Middleweight,Brian Stann,Chris Leben,fighter1
2011-01-01,Light Heavyweight,Brandon Vera,Thiago Silva,No contest
2011-01-01,Welterweight,Dong Hyun Kim,Nate Diaz,fighter1
2011-01-01,Lightweight,Clay Guida,Takanori Gomi,fighter1
2011-01-01,Lightweight,Jeremy Stephens,Marcus Davis,fighter1
2011-01-01,Featherweight,Dustin Poirier,Josh Grispi,fighter1
2011-01-01,Middleweight,Brad Tavares,Phil Baroni,fighter1
2011-01-01,Featherweight,Diego Nunes,Mike Brown,fighter1
2011-01-01,Welterweight,Daniel Roberts,Greg Soto,fighter1
2011-01-01,Lightweight,Jacob Volkmann,Antonio McKee,fighter1
2010-12-11,Welterweight,Georges St-Pierre,Josh Koscheck,fighter1
2010-12-11,Heavyweight,Stefan Struve,Sean McCorkle,fighter1
2010-12-11,Lightweight,Jim Miller,Charles Oliveira,fighter1
2010-12-11,Lightweight,Mac Danzig,Joe Stevenson,fighter1
2010-12-11,Welterweight,Thiago Alves,John Howard,fighter1
2010-12-11,Middleweight,Dan Miller,Joe Doerksen,fighter1
2010-12-11,Lightweight,Mark Bocek,Dustin Hazelett,fighter1
2010-12-11,Middleweight,Jesse Bongfeldt,Rafael Natal,Draw
2010-12-11,Welterweight,Sean Pierson,Matthew Riddle,fighter1
2010-12-11,Welterweight,Ricardo Almeida,TJ Grant,fighter1
2010-12-11,Lightweight,John Makdessi,Pat Audinwood,fighter1
2010-12-04,Lightweight,Jonathan Brookins,Michael Johnson,fighter1
2010-12-04,Light Heavyweight,Stephan Bonnar,Igor Pokrajac,fighter1
2010-12-04,Middleweight,Demian Maia,Kendall Grove,fighter1
2010-12-04,Welterweight,Rick Story,Johny Hendricks,fighter1
2010-12-04,Featherweight,Leonard Garcia,Nam Phan,fighter1
2010-12-04,Lightweight,Cody McKenzie,Aaron Wilkinson,fighter1
2010-12-04,Featherweight,Ian Loveland,Tyler Toner,fighter1
2010-12-04,Lightweight,Kyle Watson,Sako Chivitchian,fighter1
2010-12-04,Bantamweight,Nick Pace,Will Campuzano,fighter1
2010-12-04,Featherweight,Pablo Garza,Fredson Paixao,fighter1
2010-12-04,Middleweight,David Branch,Rich Attonito,fighter1
2010-11-20,Light Heavyweight,Quinton Jackson,Lyoto Machida,fighter1
2010-11-20,Welterweight,BJ Penn,Matt Hughes,fighter1
2010-11-20,Middleweight,Maiquel Falcao,Gerald Harris,fighter1
2010-11-20,Light Heavyweight,Phil Davis,Tim Boetsch,fighter1
2010-11-20,Lightweight,George Sotiropoulos,Joe Lauzon,fighter1
2010-11-20,Welterweight,Brian Foster,Matt Brown,fighter1
2010-11-20,Middleweight,Mark Munoz,Aaron Simpson,fighter1
2010-11-20,Welterweight,Dennis Hallman,Karo Parisyan,fighter1
2010-11-20,Lightweight,Edson Barboza,Mike Lullo,fighter1
2010-11-20,Lightweight,Paul Kelly,TJ O'Brien,fighter1
2010-11-20,Lightweight,Nik Lentz,Tyson Griffin,fighter1
2010-11-13,Middleweight,Yushin Okami,Nate Marquardt,fighter1
2010-11-13,Lightweight,Dennis Siver,Andre Winner,fighter1
2010-11-13,Welterweight,Amir Sadollah,Peter Sobotta,fighter1
2010-11-13,Light Heavyweight,Krzysztof Soszynski,Goran Reljic,fighter1
2010-11-13,Welterweight,Duane Ludwig,Nick Osipczak,fighter1
2010-11-13,Light Heavyweight,Vladimir Matyushenko,Alexandre Ferreira,fighter1
2010-11-13,Welterweight,Pascal Krauss,Mark Scanlon,fighter1
2010-11-13,Middleweight,Kyle Noke,Rob Kimmons,fighter1
2010-11-13,Light Heavyweight,Karlos Vemola,Seth Petruzelli,fighter1
2010-11-13,Welterweight,Carlos Eduardo Rocha,Kris McCray,fighter1
2010-10-23,Heavyweight,Cain Velasquez,Brock Lesnar,fighter1
2010-10-23,Welterweight,Jake Shields,Martin Kampmann,fighter1
2010-10-23,Welterweight,Diego Sanchez,Paulo Thiago,fighter1
2010-10-23,Light Heavyweight,Matt Hamill,Tito Ortiz,fighter1
2010-10-23,Heavyweight,Brendan Schaub,Gabriel Gonzaga,fighter1
2010-10-23,Middleweight,Court McGee,Ryan Jensen,fighter1
2010-10-23,Middleweight,Tom Lawlor,Patrick Cote,fighter1
2010-10-23,Welterweight,Daniel Roberts,Mike Guymon,fighter1
2010-10-23,Lightweight,Sam Stout,Paul Taylor,fighter1
2010-10-23,Middleweight,Chris Camozzi,Dongi Yang,fighter1
2010-10-23,Heavyweight,Jon Madsen,Gilbert Yvel,fighter1
2010-10-16,Middleweight,Michael Bisping,Yoshihiro Akiyama,fighter1
2010-10-16,Welterweight,Carlos Condit,Dan Hardy,fighter1
2010-10-16,Welterweight,Mike Pyle,John Hathaway,fighter1
2010-10-16,Heavyweight,Cheick Kongo,Travis Browne,Draw
2010-10-16,Welterweight,Claude Patrick,James Wilks,fighter1
2010-10-16,Light Heavyweight,Alexander Gustafsson,Cyrille Diabate,fighter1
2010-10-16,Heavyweight,Rob Broughton,Vinicius Queiroz,fighter1
2010-10-16,Lightweight,Paul Sass,Mark Holst,fighter1
2010-10-16,Lightweight,Spencer Fisher,Curt Warburton,fighter1
2010-10-16,Light Heavyweight,Fabio Maldonado,James McSweeney,fighter1
2010-09-25,Heavyweight,Frank Mir,Mirko Filipovic,fighter1
2010-09-25,Light Heavyweight,Ryan Bader,Rogerio Nogueira,fighter1
2010-09-25,Welterweight,Chris Lytle,Matt Serra,fighter1
2010-09-25,Lightweight,Sean Sherk,Evan Dunham,fighter1
2010-09-25,Lightweight,Melvin Guillard,Jeremy Stephens,fighter1
2010-09-25,Middleweight,CB Dollaway,Joe Doerksen,fighter1
2010-09-25,Heavyweight,Matt Mitrione,Joey Beltran,fighter1
2010-09-25,Lightweight,Thiago Tavares,Pat Audinwood,fighter1
2010-09-25,Lightweight,Waylon Lowe,Steve Lopez,fighter1
2010-09-25,Welterweight,TJ Grant,Julio Paulino,fighter1
2010-09-25,Heavyweight,Sean McCorkle,Mark Hunt,fighter1
2010-09-15,Middleweight,Nate Marquardt,Rousimar Palhares,fighter1
2010-09-15,Lightweight,Charles Oliveira,Efrain Escudero,fighter1
2010-09-15,Lightweight,Jim Miller,Gleison Tibau,fighter1
2010-09-15,Lightweight,Cole Miller,Ross Pearson,fighter1
2010-09-15,Lightweight,Yves Edwards,John Gunderson,fighter1
2010-09-15,Light Heavyweight,Kyle Kingsbury,Jared Hamman,fighter1
2010-09-15,Middleweight,David Branch,Tomasz Drwal,fighter1
2010-09-15,Middleweight,Rich Attonito,Rafael Natal,fighter1
